method,duration,bias,cost,tau_p,tau_v
AKDE,32,0.944017164,499.5157268,86164.091,3600
AKDE,32,0.835623577,424.8016746,86164.091,3600
AKDE,32,0.837903221,372.3187287,86164.091,3600
AKDE,32,1.448924249,369.758697,86164.091,3600
AKDE,32,1.234138792,532.9088266,86164.091,3600
AKDE,32,1.567395839,579.5442562,86164.091,3600
AKDE,32,1.192090603,563.1833572,86164.091,3600
AKDE,32,0.932667279,526.3721998,86164.091,3600
AKDE,32,1.161296206,372.2893367,86164.091,3600
AKDE,32,1.541085659,577.6137948,86164.091,3600
AKDE,32,1.321814094,489.4220803,86164.091,3600
AKDE,32,1.230086325,369.0260723,86164.091,3600
AKDE,32,1.06096715,511.4764898,86164.091,3600
AKDE,32,0.966981742,382.6608641,86164.091,3600
AKDE,32,0.913939084,557.4403553,86164.091,3600
AKDE,32,0.797428605,355.2356818,86164.091,3600
AKDE,32,0.986058061,545.8567634,86164.091,3600
AKDE,32,0.991087042,508.9049008,86164.091,3600
AKDE,32,1.173259031,528.849257,86164.091,3600
AKDE,32,1.484961679,568.6600447,86164.091,3600
AKDE,32,1.135851973,376.8655419,86164.091,3600
AKDE,32,1.545872572,537.8869736,86164.091,3600
AKDE,32,0.964387508,343.5464978,86164.091,3600
AKDE,32,1.028032385,567.1903276,86164.091,3600
AKDE,32,1.079085525,547.2927074,86164.091,3600
AKDE,32,1.523001939,557.4294214,86164.091,3600
AKDE,32,1.144201321,537.9455154,86164.091,3600
AKDE,32,1.02237317,276.1017671,86164.091,3600
AKDE,32,1.172410871,578.9950774,86164.091,3600
AKDE,32,1.276698964,287.5588212,86164.091,3600
AKDE,32,0.81423361,553.5029883,86164.091,3600
AKDE,32,0.919436013,364.2027438,86164.091,3600
AKDE,32,1.036510793,369.0341914,86164.091,3600
AKDE,32,1.427385239,562.2509773,86164.091,3600
AKDE,32,1.304167866,524.4274881,86164.091,3600
AKDE,32,1.251110091,510.0036306,86164.091,3600
AKDE,32,1.106568765,568.9834895,86164.091,3600
AKDE,32,1.184251259,560.3348327,86164.091,3600
AKDE,32,1.053364625,392.6982534,86164.091,3600
AKDE,32,0.974339798,357.4240472,86164.091,3600
AKDE,32,1.464511912,545.8295946,86164.091,3600
AKDE,32,1.36478037,559.4493597,86164.091,3600
AKDE,32,1.548324956,422.0580487,86164.091,3600
AKDE,32,1.068082848,532.5379479,86164.091,3600
AKDE,32,1.362246734,559.5212097,86164.091,3600
AKDE,32,2.384638368,397.8187559,86164.091,3600
AKDE,32,0.67859741,375.7832255,86164.091,3600
AKDE,32,1.363720479,566.104389,86164.091,3600
AKDE,32,1.27531847,546.4331686,86164.091,3600
AKDE,32,0.826721013,534.0255222,86164.091,3600
AKDE,32,1.389389256,363.2718256,86164.091,3600
AKDE,32,1.015577274,375.6884153,86164.091,3600
AKDE,32,1.00523765,560.1022527,86164.091,3600
AKDE,32,1.409228627,521.2955191,86164.091,3600
AKDE,32,0.973152676,572.1823511,86164.091,3600
AKDE,32,0.997765563,550.1116738,86164.091,3600
AKDE,32,0.926234613,360.1411252,86164.091,3600
AKDE,32,0.998859545,528.635246,86164.091,3600
AKDE,32,1.049398384,363.565237,86164.091,3600
AKDE,32,1.007307039,572.4512641,86164.091,3600
AKDE,32,0.858096825,540.4937491,86164.091,3600
AKDE,32,1.020912846,524.0782633,86164.091,3600
AKDE,32,1.247815218,378.9286931,86164.091,3600
AKDE,32,0.965933165,568.7272978,86164.091,3600
AKDE,32,0.768928084,374.6900172,86164.091,3600
AKDE,32,1.29179866,585.9283826,86164.091,3600
AKDE,32,1.133591414,503.3956201,86164.091,3600
AKDE,32,1.419146727,532.8583236,86164.091,3600
AKDE,32,0.862061067,359.8922858,86164.091,3600
AKDE,32,1.456886903,361.3840997,86164.091,3600
AKDE,32,1.025602327,530.8754084,86164.091,3600
AKDE,32,1.019988748,563.906343,86164.091,3600
AKDE,32,0.855165513,539.014715,86164.091,3600
AKDE,32,1.239291667,571.4453945,86164.091,3600
AKDE,32,1.800245601,528.3261178,86164.091,3600
AKDE,32,1.296841579,376.6301076,86164.091,3600
AKDE,32,0.879237538,377.3661585,86164.091,3600
AKDE,32,1.428679727,441.2259164,86164.091,3600
AKDE,32,0.883500922,522.2637744,86164.091,3600
AKDE,32,1.260490576,446.2345989,86164.091,3600
AKDE,32,0.7732157,582.4431057,86164.091,3600
AKDE,32,1.104322417,391.7814341,86164.091,3600
AKDE,32,0.908705507,381.8460088,86164.091,3600
AKDE,32,0.885018735,398.5932939,86164.091,3600
AKDE,32,0.982287709,560.5120475,86164.091,3600
AKDE,32,1.268854678,550.1896873,86164.091,3600
AKDE,32,0.938193754,554.8479455,86164.091,3600
AKDE,32,1.353970604,526.1628449,86164.091,3600
AKDE,32,1.286839253,387.5743947,86164.091,3600
AKDE,32,1.201836571,291.2770777,86164.091,3600
AKDE,32,1.202639993,530.5550289,86164.091,3600
AKDE,32,1.444310702,557.6618869,86164.091,3600
AKDE,32,1.310503434,426.4588695,86164.091,3600
AKDE,32,0.909861376,520.6405828,86164.091,3600
AKDE,32,1.215967201,367.0936179,86164.091,3600
AKDE,32,1.185008391,371.9424109,86164.091,3600
AKDE,32,1.207187902,390.9028394,86164.091,3600
AKDE,32,0.995880925,565.2314093,86164.091,3600
AKDE,32,0.9775101,540.7909656,86164.091,3600
AKDE,32,1.36475808,567.9561484,86164.091,3600
AKDE,32,1.230995659,368.4129007,86164.091,3600
AKDE,32,0.879729088,528.3817103,86164.091,3600
AKDE,32,0.945852027,372.0694439,86164.091,3600
AKDE,32,0.958625754,510.8028414,86164.091,3600
AKDE,32,0.89551888,496.5214281,86164.091,3600
AKDE,32,0.785309875,567.5390947,86164.091,3600
AKDE,32,1.118008527,369.5793214,86164.091,3600
AKDE,32,1.52621449,388.7835715,86164.091,3600
AKDE,32,1.409417538,535.5783262,86164.091,3600
AKDE,32,0.934508126,533.4034786,86164.091,3600
AKDE,32,1.121831325,602.3268933,86164.091,3600
AKDE,32,1.08383353,542.869381,86164.091,3600
AKDE,32,1.253494923,517.996448,86164.091,3600
AKDE,32,1.528822024,368.5199094,86164.091,3600
AKDE,32,1.272046657,301.9212165,86164.091,3600
AKDE,32,0.945605786,588.8165717,86164.091,3600
AKDE,32,0.953241388,514.916496,86164.091,3600
AKDE,32,1.340893855,302.8774481,86164.091,3600
AKDE,32,1.102029562,595.7266631,86164.091,3600
AKDE,32,1.20162215,394.2944746,86164.091,3600
AKDE,32,0.79947793,436.7336776,86164.091,3600
AKDE,32,1.356685722,595.2968607,86164.091,3600
AKDE,32,1.04693298,545.728898,86164.091,3600
AKDE,32,2.049580011,394.2127359,86164.091,3600
AKDE,32,0.775939093,573.476073,86164.091,3600
AKDE,32,0.833641659,368.3777573,86164.091,3600
AKDE,32,1.066291875,514.2679429,86164.091,3600
AKDE,32,1.161473194,509.7403994,86164.091,3600
AKDE,32,1.442220327,425.0498173,86164.091,3600
AKDE,32,1.087550957,423.6392767,86164.091,3600
AKDE,32,0.929930019,484.7285061,86164.091,3600
AKDE,32,0.841625948,386.6882169,86164.091,3600
AKDE,32,1.243952056,372.9315057,86164.091,3600
AKDE,32,1.522670241,577.9064438,86164.091,3600
AKDE,32,0.945024934,539.4964592,86164.091,3600
AKDE,32,0.775819329,571.0962076,86164.091,3600
AKDE,32,1.020671969,550.350785,86164.091,3600
AKDE,32,1.783277298,448.2204146,86164.091,3600
AKDE,32,1.07341831,377.820986,86164.091,3600
AKDE,32,0.86014229,378.4949968,86164.091,3600
AKDE,32,1.164010867,521.8302498,86164.091,3600
AKDE,32,1.302254137,305.0424085,86164.091,3600
AKDE,32,1.243585633,549.4419827,86164.091,3600
AKDE,32,1.141396943,560.2375867,86164.091,3600
AKDE,32,1.059251588,558.2897692,86164.091,3600
AKDE,32,1.186145167,366.9610124,86164.091,3600
AKDE,32,1.285168449,421.3946326,86164.091,3600
AKDE,32,1.217961053,572.3517153,86164.091,3600
AKDE,32,1.000872769,535.2224071,86164.091,3600
AKDE,32,1.011670866,368.9004278,86164.091,3600
AKDE,32,1.408346938,363.727356,86164.091,3600
AKDE,32,0.901339573,543.8585687,86164.091,3600
AKDE,32,0.892589333,504.2762496,86164.091,3600
AKDE,32,1.145810329,599.2756796,86164.091,3600
AKDE,32,1.036986709,425.4646242,86164.091,3600
AKDE,32,1.111080387,386.0940437,86164.091,3600
AKDE,32,0.994467823,567.7875023,86164.091,3600
AKDE,32,1.257905995,540.1444383,86164.091,3600
AKDE,32,1.142209547,350.7786131,86164.091,3600
AKDE,32,0.873940825,375.6791046,86164.091,3600
AKDE,32,1.075463103,525.4208939,86164.091,3600
AKDE,32,0.944201291,519.6260245,86164.091,3600
AKDE,32,1.003281591,555.5379789,86164.091,3600
AKDE,32,0.999429016,370.6412632,86164.091,3600
AKDE,32,1.035708369,551.7770479,86164.091,3600
AKDE,32,1.332923547,568.7094247,86164.091,3600
AKDE,32,1.47837169,454.4508336,86164.091,3600
AKDE,32,1.066753855,378.9855864,86164.091,3600
AKDE,32,1.338115904,292.9794488,86164.091,3600
AKDE,32,1.110565568,529.1920044,86164.091,3600
AKDE,32,1.053834102,422.8289557,86164.091,3600
AKDE,32,1.224839654,571.6104517,86164.091,3600
AKDE,32,1.379325555,557.9467854,86164.091,3600
AKDE,32,0.974004541,535.4797142,86164.091,3600
AKDE,32,1.218352315,381.8758695,86164.091,3600
AKDE,32,1.48627766,435.4925807,86164.091,3600
AKDE,32,0.877747048,351.533356,86164.091,3600
AKDE,32,1.007951193,542.6898751,86164.091,3600
AKDE,32,1.093227288,512.6143014,86164.091,3600
AKDE,32,1.715703186,357.211066,86164.091,3600
AKDE,32,1.595494406,563.6530526,86164.091,3600
AKDE,32,1.079792885,369.2513647,86164.091,3600
AKDE,32,1.088892985,566.2214556,86164.091,3600
AKDE,32,1.153113641,537.3016217,86164.091,3600
AKDE,32,1.444777515,575.9514256,86164.091,3600
AKDE,32,1.125117672,370.3559058,86164.091,3600
AKDE,32,1.244584365,518.6955922,86164.091,3600
AKDE,32,1.34327058,352.4617071,86164.091,3600
AKDE,32,1.204059425,554.8614759,86164.091,3600
AKDE,32,0.939337614,585.419064,86164.091,3600
AKDE,32,1.283442987,497.7818823,86164.091,3600
AKDE,32,1.295941141,452.4823911,86164.091,3600
AKDE,32,1.039887996,466.6362441,86164.091,3600
AKDE,32,1.223369537,421.5202045,86164.091,3600
AKDE,32,0.908207223,265.041748,86164.091,3600
AKDE,32,0.932319837,290.2239325,86164.091,3600
AKDE,32,1.156283476,269.6108406,86164.091,3600
AKDE,32,1.243258291,503.7413237,86164.091,3600
AKDE,32,1.578396712,527.7281053,86164.091,3600
AKDE,32,1.207956128,275.8430827,86164.091,3600
AKDE,32,1.152040558,275.4305606,86164.091,3600
AKDE,32,1.349359859,278.5342474,86164.091,3600
AKDE,32,1.005690069,532.5792308,86164.091,3600
AKDE,32,1.14536773,216.8801768,86164.091,3600
AKDE,32,1.235343726,283.4769533,86164.091,3600
AKDE,32,1.023613519,529.9603055,86164.091,3600
AKDE,32,1.085672273,272.156075,86164.091,3600
AKDE,32,1.405638777,502.8523307,86164.091,3600
AKDE,32,0.89379195,277.555361,86164.091,3600
AKDE,32,1.481234019,284.4525628,86164.091,3600
AKDE,32,0.876857418,270.3325939,86164.091,3600
AKDE,32,1.311741677,537.1587338,86164.091,3600
AKDE,32,1.599629977,276.7563596,86164.091,3600
AKDE,32,1.345068811,541.6301186,86164.091,3600
AKDE,32,1.04463578,290.4578516,86164.091,3600
AKDE,32,1.134436489,293.6803944,86164.091,3600
AKDE,32,1.346597446,542.1112895,86164.091,3600
AKDE,32,1.594148974,266.485306,86164.091,3600
AKDE,32,1.183111221,285.703634,86164.091,3600
AKDE,32,1.113745361,284.9645317,86164.091,3600
AKDE,32,0.960223031,530.5404456,86164.091,3600
AKDE,32,1.015175816,277.7138379,86164.091,3600
AKDE,32,0.832381917,525.6322353,86164.091,3600
AKDE,32,1.278023879,281.9443192,86164.091,3600
AKDE,32,0.817363935,264.4228125,86164.091,3600
AKDE,32,1.439458374,516.861181,86164.091,3600
AKDE,32,1.287748433,274.6440973,86164.091,3600
AKDE,32,1.247026964,269.5915115,86164.091,3600
AKDE,32,1.362810306,520.8391025,86164.091,3600
AKDE,32,1.103302694,274.8395023,86164.091,3600
AKDE,32,1.245600397,299.9487915,86164.091,3600
AKDE,32,1.41371463,526.0876577,86164.091,3600
AKDE,32,1.457111359,263.8603709,86164.091,3600
AKDE,32,1.136365726,287.4696455,86164.091,3600
AKDE,32,1.154101851,536.1351421,86164.091,3600
AKDE,32,1.431802618,273.4666512,86164.091,3600
AKDE,32,1.436509139,539.1725423,86164.091,3600
AKDE,32,1.225422623,284.3997629,86164.091,3600
AKDE,32,1.011440607,282.936758,86164.091,3600
AKDE,32,0.948968834,274.0988944,86164.091,3600
AKDE,32,0.896772348,504.1857259,86164.091,3600
AKDE,32,1.515810681,281.3231311,86164.091,3600
AKDE,32,1.163443679,281.7698812,86164.091,3600
AKDE,32,1.327620299,507.8861318,86164.091,3600
AKDE,32,0.963152076,286.2216556,86164.091,3600
AKDE,32,1.184473147,420.91833,86164.091,3600
AKDE,32,1.162211839,277.9728742,86164.091,3600
AKDE,32,0.910397889,224.6502101,86164.091,3600
AKDE,32,0.873459161,526.3553824,86164.091,3600
AKDE,32,1.243990499,211.5839756,86164.091,3600
AKDE,32,1.332971804,199.3479156,86164.091,3600
AKDE,32,1.520967131,301.19683,86164.091,3600
AKDE,32,1.109309862,498.8977392,86164.091,3600
AKDE,32,0.916138759,556.9887762,86164.091,3600
AKDE,32,1.969665306,288.3497884,86164.091,3600
AKDE,32,1.079419244,291.3624742,86164.091,3600
AKDE,32,0.917424464,232.9755166,86164.091,3600
AKDE,32,0.87857409,526.9204955,86164.091,3600
AKDE,32,0.716799326,284.0983756,86164.091,3600
AKDE,32,1.034036723,294.0749338,86164.091,3600
AKDE,32,0.957757909,295.9896207,86164.091,3600
AKDE,32,0.993489724,554.301451,86164.091,3600
AKDE,32,1.317880085,525.0980914,86164.091,3600
AKDE,32,1.079384263,278.7900708,86164.091,3600
AKDE,32,1.347368852,264.2843723,86164.091,3600
AKDE,32,1.226184099,286.818696,86164.091,3600
AKDE,32,1.394335756,524.5669377,86164.091,3600
AKDE,32,1.176577219,264.8747909,86164.091,3600
AKDE,32,1.202714243,146.7192841,86164.091,3600
AKDE,32,1.070067052,168.0675364,86164.091,3600
AKDE,32,1.057937295,153.5938609,86164.091,3600
AKDE,32,1.211726038,145.1500871,86164.091,3600
AKDE,32,1.520281101,144.4474747,86164.091,3600
AKDE,32,1.364875747,180.5162251,86164.091,3600
AKDE,32,1.105539838,192.2758265,86164.091,3600
AKDE,32,0.878082894,177.1226864,86164.091,3600
AKDE,32,1.294793139,189.6379569,86164.091,3600
AKDE,32,0.960409139,205.6741393,86164.091,3600
AKDE,32,1.014706333,185.4668751,86164.091,3600
AKDE,32,1.536815079,182.9688294,86164.091,3600
AKDE,32,1.110545225,184.0384746,86164.091,3600
AKDE,32,1.019482234,163.6754186,86164.091,3600
AKDE,32,0.905770873,181.5635297,86164.091,3600
AKDE,32,1.355165214,187.5966983,86164.091,3600
AKDEc,32,0.584144214,335.163779,86164.091,3600
AKDEc,32,0.731269466,352.3185778,86164.091,3600
AKDEc,32,0.814258961,383.4179568,86164.091,3600
AKDEc,32,0.748250408,421.6026759,86164.091,3600
AKDEc,32,1.238213819,530.4714639,86164.091,3600
AKDEc,32,1.346633792,528.3682859,86164.091,3600
AKDEc,32,1.194569224,524.1033669,86164.091,3600
AKDEc,32,0.710464039,548.3320153,86164.091,3600
AKDEc,32,1.069504331,356.7623889,86164.091,3600
AKDEc,32,0.913648096,373.57581,86164.091,3600
AKDEc,32,1.055294336,538.5393217,86164.091,3600
AKDEc,32,1.098808634,528.1432755,86164.091,3600
AKDEc,32,0.71765145,514.832947,86164.091,3600
AKDEc,32,0.784933602,524.9323742,86164.091,3600
AKDEc,32,0.953073538,531.3747451,86164.091,3600
AKDEc,32,0.799623754,524.6178126,86164.091,3600
AKDEc,32,0.933424373,348.9645786,86164.091,3600
AKDEc,32,0.914347129,357.3504663,86164.091,3600
AKDEc,32,0.7712386,547.2345202,86164.091,3600
AKDEc,32,1.182246168,579.1357818,86164.091,3600
AKDEc,32,1.334189929,348.1574709,86164.091,3600
AKDEc,32,0.873123616,352.9485428,86164.091,3600
AKDEc,32,1.068221739,535.4729104,86164.091,3600
AKDEc,32,1.091767628,534.8087201,86164.091,3600
AKDEc,32,0.899229548,551.8729293,86164.091,3600
AKDEc,32,0.663952083,531.7152615,86164.091,3600
AKDEc,32,0.815972151,346.1134267,86164.091,3600
AKDEc,32,0.833696848,352.635999,86164.091,3600
AKDEc,32,1.109690015,556.738899,86164.091,3600
AKDEc,32,0.831900196,553.7552307,86164.091,3600
AKDEc,32,0.956226914,521.9223537,86164.091,3600
AKDEc,32,0.922676903,517.4059272,86164.091,3600
AKDEc,32,0.685688963,517.3318839,86164.091,3600
AKDEc,32,1.08128895,545.4679732,86164.091,3600
AKDEc,32,1.097298923,354.819011,86164.091,3600
AKDEc,32,0.744940931,361.5137539,86164.091,3600
AKDEc,32,1.027250061,350.0838842,86164.091,3600
AKDEc,32,0.840567653,549.4411514,86164.091,3600
AKDEc,32,0.865833407,535.1157837,86164.091,3600
AKDEc,32,0.820161672,352.7267222,86164.091,3600
AKDEc,32,0.93949925,521.7764988,86164.091,3600
AKDEc,32,0.667618072,506.353092,86164.091,3600
AKDEc,32,0.78152053,536.1766751,86164.091,3600
AKDEc,32,1.022966232,511.9130342,86164.091,3600
AKDEc,32,0.652669875,368.9324191,86164.091,3600
AKDEc,32,0.950893894,345.7586057,86164.091,3600
AKDEc,32,0.860648757,388.1112573,86164.091,3600
AKDEc,32,0.774950784,565.4403777,86164.091,3600
AKDEc,32,0.727407685,509.6351764,86164.091,3600
AKDEc,32,0.983543819,528.3896832,86164.091,3600
AKDEc,32,0.785709948,523.5892911,86164.091,3600
AKDEc,32,0.849668797,550.5142751,86164.091,3600
AKDEc,32,0.829057049,359.0890336,86164.091,3600
AKDEc,32,0.752284206,351.102752,86164.091,3600
AKDEc,32,1.176341187,521.4465075,86164.091,3600
AKDEc,32,0.856764047,370.221719,86164.091,3600
AKDEc,32,1.092662619,356.7944357,86164.091,3600
AKDEc,32,1.341161806,439.1769342,86164.091,3600
AKDEc,32,0.926961511,542.4205706,86164.091,3600
AKDEc,32,0.831122149,509.7879944,86164.091,3600
AKDEc,32,0.746348721,513.8844774,86164.091,3600
AKDEc,32,0.968798924,554.7999837,86164.091,3600
AKDEc,32,1.050055449,344.59444,86164.091,3600
AKDEc,32,1.087999122,352.6980155,86164.091,3600
AKDEc,32,0.730614171,440.6933248,86164.091,3600
AKDEc,32,0.928353496,525.3887103,86164.091,3600
AKDEc,32,0.943771237,517.9331086,86164.091,3600
AKDEc,32,0.954249894,556.9128871,86164.091,3600
AKDEc,32,0.822106804,411.06126,86164.091,3600
AKDEc,32,0.721383366,560.7328274,86164.091,3600
AKDEc,32,0.89164509,356.5631583,86164.091,3600
AKDEc,32,0.889717082,359.0826905,86164.091,3600
AKDEc,32,1.180117292,543.4388092,86164.091,3600
AKDEc,32,0.90981702,547.9722974,86164.091,3600
AKDEc,32,1.091831948,535.4041696,86164.091,3600
AKDEc,32,0.997541646,371.1196167,86164.091,3600
AKDEc,32,0.936731099,378.3952012,86164.091,3600
AKDEc,32,1.011728471,528.8704941,86164.091,3600
AKDEc,32,0.745166297,532.3733547,86164.091,3600
AKDEc,32,0.978017583,573.3314152,86164.091,3600
AKDEc,32,1.06381552,530.5226257,86164.091,3600
AKDEc,32,0.90406168,352.7440994,86164.091,3600
AKDEc,32,1.154565911,389.5797482,86164.091,3600
AKDEc,32,0.836990997,541.938971,86164.091,3600
AKDEc,32,0.956644075,541.9489424,86164.091,3600
AKDEc,32,1.098790901,516.8410556,86164.091,3600
AKDEc,32,0.742911358,577.0002849,86164.091,3600
AKDEc,32,0.854644152,562.8776424,86164.091,3600
AKDEc,32,0.857069927,362.9288888,86164.091,3600
AKDEc,32,0.726022815,389.0286436,86164.091,3600
AKDEc,32,0.983467053,506.2922485,86164.091,3600
AKDEc,32,0.77838049,500.5479152,86164.091,3600
AKDEc,32,0.843973397,515.719193,86164.091,3600
AKDEc,32,1.060641254,559.0418453,86164.091,3600
AKDEc,32,1.108429015,370.9664688,86164.091,3600
AKDEc,32,0.893030233,366.23085,86164.091,3600
AKDEc,32,0.769672187,590.2792103,86164.091,3600
AKDEc,32,0.737218959,557.3154724,86164.091,3600
AKDEc,32,0.99260063,510.7279925,86164.091,3600
AKDEc,32,0.768059292,380.7330122,86164.091,3600
AKDEc,32,0.900798784,376.3312418,86164.091,3600
AKDEc,32,0.75495917,547.4023862,86164.091,3600
AKDEc,32,1.0966004,532.9644415,86164.091,3600
AKDEc,32,0.713075303,567.4242556,86164.091,3600
AKDEc,32,1.026929938,591.3147655,86164.091,3600
AKDEc,32,0.771940603,566.5541153,86164.091,3600
AKDEc,32,0.946409568,284.0570102,86164.091,3600
AKDEc,32,0.741880936,366.5850158,86164.091,3600
AKDEc,32,0.893283826,517.4556017,86164.091,3600
AKDEc,32,0.862797826,400.6684217,86164.091,3600
AKDEc,32,0.90328265,504.402144,86164.091,3600
AKDEc,32,0.924343109,359.5320582,86164.091,3600
AKDEc,32,0.964786884,564.1743059,86164.091,3600
AKDEc,32,0.875418202,398.1465907,86164.091,3600
AKDEc,32,0.774790387,556.0626261,86164.091,3600
AKDEc,32,1.373464887,604.747092,86164.091,3600
AKDEc,32,0.758327091,535.7741835,86164.091,3600
AKDEc,32,0.675428033,430.9801538,86164.091,3600
AKDEc,32,0.679370071,375.3958707,86164.091,3600
AKDEc,32,1.132979391,368.7904286,86164.091,3600
AKDEc,32,0.967356205,522.8435442,86164.091,3600
AKDEc,32,1.217905689,598.6481485,86164.091,3600
AKDEc,32,0.943459687,555.4214005,86164.091,3600
AKDEc,32,0.918484237,371.8604436,86164.091,3600
AKDEc,32,0.748119703,511.6175444,86164.091,3600
AKDEc,32,1.048182848,505.6085832,86164.091,3600
AKDEc,32,1.205689521,578.5428903,86164.091,3600
AKDEc,32,0.973099739,369.3848388,86164.091,3600
AKDEc,32,0.843601862,519.9117451,86164.091,3600
AKDEc,32,0.775062636,364.2320678,86164.091,3600
AKDEc,32,0.738219686,528.5991731,86164.091,3600
AKDEc,32,0.644243972,368.9859858,86164.091,3600
AKDEc,32,0.781833836,550.7195911,86164.091,3600
AKDEc,32,0.786624126,537.0204351,86164.091,3600
AKDEc,32,0.938071017,522.1413283,86164.091,3600
AKDEc,32,1.167325003,561.0139039,86164.091,3600
AKDEc,32,0.901591299,365.8254466,86164.091,3600
AKDEc,32,1.204133731,522.8931746,86164.091,3600
AKDEc,32,0.777315673,367.2715311,86164.091,3600
AKDEc,32,0.819574327,579.3127122,86164.091,3600
AKDEc,32,0.85505041,541.0931401,86164.091,3600
AKDEc,32,0.817817736,306.7323718,86164.091,3600
AKDEc,32,1.189177737,525.809685,86164.091,3600
AKDEc,32,0.900214657,570.9480467,86164.091,3600
AKDEc,32,0.997361812,295.881536,86164.091,3600
AKDEc,32,0.923455316,570.5460722,86164.091,3600
AKDEc,32,0.659689274,528.5374203,86164.091,3600
AKDEc,32,0.736349193,382.4641159,86164.091,3600
AKDEc,32,0.82110981,372.3659968,86164.091,3600
AKDEc,32,1.122660359,555.0664446,86164.091,3600
AKDEc,32,1.023963546,518.551054,86164.091,3600
AKDEc,32,0.986803538,532.8236923,86164.091,3600
AKDEc,32,0.875281463,557.8550503,86164.091,3600
AKDEc,32,0.932442417,571.9516208,86164.091,3600
AKDEc,32,0.832919038,381.0059092,86164.091,3600
AKDEc,32,0.778769597,364.0369215,86164.091,3600
AKDEc,32,1.138845812,544.4454823,86164.091,3600
AKDEc,32,1.077918032,577.0736749,86164.091,3600
AKDEc,32,1.208150248,413.9558988,86164.091,3600
AKDEc,32,0.85669574,516.5932057,86164.091,3600
AKDEc,32,1.759182651,388.8723092,86164.091,3600
AKDEc,32,1.079526473,543.705198,86164.091,3600
AKDEc,32,0.552931225,372.3325944,86164.091,3600
AKDEc,32,1.072073689,568.4470973,86164.091,3600
AKDEc,32,0.996574871,536.3081062,86164.091,3600
AKDEc,32,1.09499853,354.9972477,86164.091,3600
AKDEc,32,0.669944607,519.2992895,86164.091,3600
AKDEc,32,0.803211709,383.4740956,86164.091,3600
AKDEc,32,0.810011945,567.0671048,86164.091,3600
AKDEc,32,1.102370059,524.9587805,86164.091,3600
AKDEc,32,0.773753337,552.576293,86164.091,3600
AKDEc,32,0.800402626,543.6090763,86164.091,3600
AKDEc,32,0.739195238,362.8879192,86164.091,3600
AKDEc,32,0.798212542,524.1319466,86164.091,3600
AKDEc,32,0.833795758,365.3501825,86164.091,3600
AKDEc,32,0.804500599,541.6834996,86164.091,3600
AKDEc,32,0.692159518,555.7241797,86164.091,3600
AKDEc,32,0.817506609,529.8001122,86164.091,3600
AKDEc,32,0.979176312,373.9464781,86164.091,3600
AKDEc,32,0.767613239,559.7620981,86164.091,3600
AKDEc,32,0.622617467,371.1003928,86164.091,3600
AKDEc,32,1.004260804,553.4754386,86164.091,3600
AKDEc,32,0.908108646,511.6682668,86164.091,3600
AKDEc,32,1.101394622,522.9880898,86164.091,3600
AKDEc,32,0.698101426,360.9468555,86164.091,3600
AKDEc,32,1.143779062,371.6935806,86164.091,3600
AKDEc,32,0.813621536,531.8662992,86164.091,3600
AKDEc,32,0.815255924,551.4106786,86164.091,3600
AKDEc,32,0.696578743,543.0741026,86164.091,3600
AKDEc,32,1.378770945,508.6774938,86164.091,3600
AKDEc,32,0.967318655,590.8405647,86164.091,3600
AKDEc,32,1.020409573,372.273164,86164.091,3600
AKDEc,32,0.709301706,374.7006779,86164.091,3600
AKDEc,32,1.11100194,415.8543236,86164.091,3600
AKDEc,32,0.712572626,526.647331,86164.091,3600
AKDEc,32,0.984680476,444.3590829,86164.091,3600
AKDEc,32,0.875653919,382.8225815,86164.091,3600
AKDEc,32,0.627811512,581.6547642,86164.091,3600
AKDEc,32,0.72923884,359.400198,86164.091,3600
AKDEc,32,0.708189474,389.4976094,86164.091,3600
AKDEc,32,0.791235898,584.5610721,86164.091,3600
AKDEc,32,1.00599122,520.3694153,86164.091,3600
AKDEc,32,0.75457742,597.6283898,86164.091,3600
AKDEc,32,1.06619292,533.7049747,86164.091,3600
AKDEc,32,1.001596319,386.4887588,86164.091,3600
AKDEc,32,0.950822266,286.6883409,86164.091,3600
AKDEc,32,0.94991587,520.937665,86164.091,3600
AKDEc,32,1.12340481,560.3079677,86164.091,3600
AKDEc,32,1.038114014,424.5940697,86164.091,3600
AKDEc,32,0.728293422,509.1533985,86164.091,3600
AKDEc,32,0.953299505,365.7107754,86164.091,3600
AKDEc,32,0.933485838,387.259691,86164.091,3600
AKDEc,32,0.952575538,423.0322683,86164.091,3600
AKDEc,32,0.795093059,538.2376726,86164.091,3600
AKDEc,32,0.776297642,541.9335563,86164.091,3600
AKDEc,32,0.964669127,361.7681949,86164.091,3600
AKDEc,32,1.071777414,583.6145928,86164.091,3600
AKDEc,32,0.76373785,348.3050206,86164.091,3600
AKDEc,32,0.706832347,521.8035734,86164.091,3600
AKDEc,32,0.770848969,526.9898906,86164.091,3600
AKDEc,32,0.724620089,509.3895993,86164.091,3600
AKDEc,32,0.889529438,364.7973802,86164.091,3600
AKDEc,32,0.638459758,543.6089175,86164.091,3600
AKDEc,32,1.18842472,390.509192,86164.091,3600
AKDEc,32,1.088231265,530.1413989,86164.091,3600
AKDEc,32,0.752740914,555.2153599,86164.091,3600
AKDEc,32,0.886129051,572.9010751,86164.091,3600
