method,duration,bias,cost,tau_p,tau_v
AKDEc,4,0.665352501,26.11705685,86164.091,3600
AKDEc,4,0.94355746,28.13506413,86164.091,3600
AKDE,4,1.276233264,29.08032155,86164.091,3600
pHREML_AKDEc,4,0.346555656,46.23927021,86164.091,3600
AKDEc,4,0.825222268,28.98865175,86164.091,3600
pHREML_AKDEc,4,0.811194718,43.96914101,86164.091,3600
pHREML_AKDEc,4,1.239082462,44.80812359,86164.091,3600
pHREML_wAKDEc,4,0.803848328,43.23884892,86164.091,3600
KDE,4,0.427862803,0.291122913,86164.091,3600
pHREML_AKDEc,4,1.031384783,44.80245948,86164.091,3600
pHREML_wAKDEc,4,0.333880427,46.33800387,86164.091,3600
KDE,4,0.304417948,0.341565132,86164.091,3600
pHREML_wAKDEc,4,1.300483169,44.09975195,86164.091,3600
KDE,4,0.378041238,1.049200296,86164.091,3600
AKDE,4,1.061859657,26.82198906,86164.091,3600
AKDE,4,0.984778955,20.85316086,86164.091,3600
AKDE,4,0.51725865,35.60137272,86164.091,3600
pHREML_wAKDEc,4,0.983861867,47.73928475,86164.091,3600
KDE,4,0.277293135,1.140135288,86164.091,3600
AKDEc,4,0.70302623,26.23300576,86164.091,3600
AKDEc,4,0.649341229,21.13869619,86164.091,3600
AKDEc,4,0.368682144,33.97501087,86164.091,3600
AKDE,4,0.960292813,29.13488007,86164.091,3600
pHREML_AKDEc,4,0.79155246,33.69495726,86164.091,3600
pHREML_AKDEc,4,0.828610333,42.61303663,86164.091,3600
AKDEc,4,0.637474478,30.37777996,86164.091,3600
pHREML_AKDEc,4,0.385179557,53.07072496,86164.091,3600
pHREML_wAKDEc,4,0.792809809,35.8490901,86164.091,3600
KDE,4,0.347843473,1.047048569,86164.091,3600
pHREML_wAKDEc,4,0.78586297,43.21601391,86164.091,3600
KDE,4,0.429606869,0.286960363,86164.091,3600
AKDE,4,0.795148111,27.06162262,86164.091,3600
pHREML_AKDEc,4,0.790008199,46.57865167,86164.091,3600
AKDE,4,1.004804865,27.05806303,86164.091,3600
pHREML_wAKDEc,4,0.404228344,54.22672176,86164.091,3600
KDE,4,0.300475989,0.33176136,86164.091,3600
AKDEc,4,0.537251598,25.58013582,86164.091,3600
AKDEc,4,0.664106052,27.65597034,86164.091,3600
pHREML_wAKDEc,4,0.820648244,45.66369033,86164.091,3600
KDE,4,0.289370517,0.336345196,86164.091,3600
AKDE,4,0.529373796,27.3159523,86164.091,3600
pHREML_AKDEc,4,0.60924609,43.36782336,86164.091,3600
AKDE,4,0.526509789,27.99678111,86164.091,3600
AKDEc,4,0.369887287,31.19891047,86164.091,3600
pHREML_AKDEc,4,0.802028136,43.69225097,86164.091,3600
AKDEc,4,0.366409018,27.52100611,86164.091,3600
pHREML_wAKDEc,4,0.583153242,43.3047173,86164.091,3600
KDE,4,0.300244625,1.051250935,86164.091,3600
pHREML_wAKDEc,4,0.809468715,44.62484574,86164.091,3600
KDE,4,0.51464811,0.288018942,86164.091,3600
pHREML_AKDEc,4,0.400163067,48.77647734,86164.091,3600
AKDE,4,0.648827224,27.17934012,86164.091,3600
pHREML_AKDEc,4,0.402350966,44.36905766,86164.091,3600
AKDE,4,1.546505928,27.0671804,86164.091,3600
AKDEc,4,0.449199651,25.91912055,86164.091,3600
pHREML_wAKDEc,4,0.386579618,46.33634162,86164.091,3600
KDE,4,0.285282348,1.15052247,86164.091,3600
AKDEc,4,0.978027466,27.4038887,86164.091,3600
pHREML_wAKDEc,4,0.399045372,45.24157381,86164.091,3600
KDE,4,0.401847791,0.340179682,86164.091,3600
pHREML_AKDEc,4,0.496856803,42.13694692,86164.091,3600
AKDE,4,0.72154886,28.49331307,86164.091,3600
AKDE,4,0.972670841,22.855762,86164.091,3600
pHREML_AKDEc,4,1.294757414,43.50657773,86164.091,3600
AKDEc,4,0.487595007,27.2433269,86164.091,3600
AKDEc,4,0.643735895,26.22652173,86164.091,3600
pHREML_wAKDEc,4,0.483323328,42.32571054,86164.091,3600
KDE,4,0.23736584,0.31888032,86164.091,3600
pHREML_wAKDEc,4,1.288942427,45.01344347,86164.091,3600
KDE,4,0.854094039,0.292423725,86164.091,3600
AKDE,4,0.512419099,24.06053233,86164.091,3600
pHREML_AKDEc,4,0.561813828,44.93886685,86164.091,3600
pHREML_AKDEc,4,0.759976073,37.8696847,86164.091,3600
AKDEc,4,0.350835869,19.51760292,86164.091,3600
AKDE,4,2.5467782,28.72578192,86164.091,3600
pHREML_wAKDEc,4,0.734411126,37.43112302,86164.091,3600
KDE,4,0.449714709,0.331873655,86164.091,3600
pHREML_wAKDEc,4,0.552137707,46.9029274,86164.091,3600
KDE,4,0.235794461,0.341874838,86164.091,3600
pHREML_AKDEc,4,0.410947924,34.71769953,86164.091,3600
AKDEc,4,1.587167753,29.35965323,86164.091,3600
AKDE,4,1.104831803,22.58826637,86164.091,3600
AKDE,4,0.4313329,28.1691227,86164.091,3600
pHREML_wAKDEc,4,0.439751199,35.59488344,86164.091,3600
KDE,4,0.332433298,0.295193434,86164.091,3600
AKDEc,4,0.718806238,23.9531858,86164.091,3600
pHREML_AKDEc,4,2.105218077,44.55040121,86164.091,3600
AKDEc,4,0.302056785,26.67427897,86164.091,3600
AKDE,4,0.599082101,20.4654932,86164.091,3600
pHREML_AKDEc,4,0.896631048,36.340446,86164.091,3600
AKDEc,4,0.413220596,20.28059196,86164.091,3600
pHREML_wAKDEc,4,2.095053635,46.08346057,86164.091,3600
KDE,4,0.338798411,0.295538425,86164.091,3600
pHREML_AKDEc,4,0.331604589,46.03583789,86164.091,3600
pHREML_AKDEc,4,0.457866362,33.53807044,86164.091,3600
pHREML_wAKDEc,4,0.895678192,38.21885252,86164.091,3600
KDE,4,0.257912753,0.353757858,86164.091,3600
AKDE,4,0.610661268,27.47826409,86164.091,3600
AKDE,4,0.58885904,28.52284312,86164.091,3600
pHREML_wAKDEc,4,0.442025324,33.82108283,86164.091,3600
KDE,4,0.353155747,0.302483559,86164.091,3600
pHREML_wAKDEc,4,0.339509086,46.7716217,86164.091,3600
KDE,4,0.343491646,0.357118368,86164.091,3600
AKDEc,4,0.426175468,28.96391153,86164.091,3600
AKDE,4,0.935106713,22.43955016,86164.091,3600
AKDEc,4,0.402374701,30.15322351,86164.091,3600
AKDE,4,0.964292308,28.81953692,86164.091,3600
AKDEc,4,0.613361138,23.38875079,86164.091,3600
pHREML_AKDEc,4,0.467264572,42.24154425,86164.091,3600
AKDEc,4,0.617472221,28.17027307,86164.091,3600
pHREML_AKDEc,4,0.461348892,46.19789505,86164.091,3600
pHREML_AKDEc,4,0.762950388,35.88438082,86164.091,3600
pHREML_wAKDEc,4,0.452610147,45.57473993,86164.091,3600
KDE,4,0.304270718,0.319286585,86164.091,3600
pHREML_AKDEc,4,0.839753057,47.21268535,86164.091,3600
pHREML_wAKDEc,4,0.474771338,46.02185631,86164.091,3600
KDE,4,0.236519815,0.360532999,86164.091,3600
pHREML_wAKDEc,4,0.755685851,36.66528988,86164.091,3600
KDE,4,0.862979848,0.299544573,86164.091,3600
AKDE,4,0.5311534,34.05666089,86164.091,3600
AKDE,4,0.420113355,21.95410538,86164.091,3600
AKDE,4,2.226689857,26.93484378,86164.091,3600
pHREML_wAKDEc,4,0.913742275,47.30310202,86164.091,3600
KDE,4,0.279249566,0.359902382,86164.091,3600
AKDEc,4,0.295038721,21.18807793,86164.091,3600
AKDEc,4,0.376890294,35.03857303,86164.091,3600
AKDEc,4,1.402865718,26.40179038,86164.091,3600
AKDE,4,0.59621177,22.39742327,86164.091,3600
pHREML_AKDEc,4,0.323033498,38.67194796,86164.091,3600
AKDEc,4,0.407003383,25.480479,86164.091,3600
pHREML_AKDEc,4,1.762610973,45.43499899,86164.091,3600
pHREML_AKDEc,4,0.394529286,56.10747313,86164.091,3600
pHREML_wAKDEc,4,0.313993301,36.93110132,86164.091,3600
KDE,4,0.374841851,0.354135513,86164.091,3600
pHREML_AKDEc,4,0.469448055,37.04635,86164.091,3600
pHREML_wAKDEc,4,1.645724215,45.86772513,86164.091,3600
KDE,4,0.360855644,0.299648285,86164.091,3600
AKDE,4,0.746681975,29.74411416,86164.091,3600
pHREML_wAKDEc,4,0.401243949,56.65579629,86164.091,3600
KDE,4,0.449563516,1.07246685,86164.091,3600
pHREML_wAKDEc,4,0.495422103,38.77364707,86164.091,3600
KDE,4,0.283437193,0.377952099,86164.091,3600
AKDE,4,0.78001427,27.41821218,86164.091,3600
AKDEc,4,0.510359546,30.41452765,86164.091,3600
AKDE,4,0.60281332,23.28235459,86164.091,3600
AKDE,4,1.281636634,27.88590598,86164.091,3600
AKDEc,4,0.517708587,28.82451367,86164.091,3600
AKDEc,4,0.40605208,23.53353119,86164.091,3600
AKDEc,4,0.825243887,26.83233929,86164.091,3600
pHREML_AKDEc,4,0.572394883,48.89806628,86164.091,3600
pHREML_AKDEc,4,0.480092532,39.65893936,86164.091,3600
pHREML_AKDEc,4,0.615027503,45.65807509,86164.091,3600
pHREML_AKDEc,4,0.997270002,43.71539307,86164.091,3600
pHREML_wAKDEc,4,0.562264086,48.18183303,86164.091,3600
KDE,4,0.597957349,1.230589867,86164.091,3600
pHREML_wAKDEc,4,0.493794821,38.48922753,86164.091,3600
KDE,4,0.397333188,0.361648321,86164.091,3600
pHREML_wAKDEc,4,0.59225441,46.09368038,86164.091,3600
KDE,4,0.303096604,1.334942102,86164.091,3600
pHREML_wAKDEc,4,0.91327717,43.48460698,86164.091,3600
KDE,4,0.269462971,0.300314188,86164.091,3600
AKDE,4,2.52010396,30.4564023,86164.091,3600
AKDE,4,0.969237238,29.16491675,86164.091,3600
AKDE,4,0.735685777,25.79569101,86164.091,3600
AKDE,4,0.422990751,31.29348612,86164.091,3600
AKDEc,4,1.563580655,29.05071282,86164.091,3600
AKDEc,4,0.63369152,30.27309203,86164.091,3600
AKDEc,4,0.493486369,25.82349014,86164.091,3600
AKDEc,4,0.305806313,29.97278523,86164.091,3600
pHREML_AKDEc,4,2.237468252,49.06757569,86164.091,3600
pHREML_AKDEc,4,0.58187693,42.88564014,86164.091,3600
pHREML_AKDEc,4,0.771233417,48.07113028,86164.091,3600
pHREML_AKDEc,4,0.316393019,49.643852,86164.091,3600
pHREML_wAKDEc,4,0.572829961,42.79866242,86164.091,3600
KDE,4,0.362486922,0.293129444,86164.091,3600
pHREML_wAKDEc,4,2.2820912,48.8078692,86164.091,3600
KDE,4,0.268581223,0.368259668,86164.091,3600
pHREML_wAKDEc,4,0.750962817,48.2007978,86164.091,3600
KDE,4,0.531158314,0.36438489,86164.091,3600
AKDE,4,0.920750348,26.32805943,86164.091,3600
AKDE,4,0.576391892,25.70032907,86164.091,3600
pHREML_wAKDEc,4,0.310717144,50.58979893,86164.091,3600
KDE,4,0.74376496,0.293128729,86164.091,3600
AKDE,4,1.026405074,28.73297381,86164.091,3600
AKDEc,4,0.598663799,25.85609245,86164.091,3600
AKDEc,4,0.391922253,24.17631555,86164.091,3600
AKDE,4,1.858498466,28.35893512,86164.091,3600
AKDEc,4,0.691326889,29.90777946,86164.091,3600
AKDEc,4,1.186321043,26.91547847,86164.091,3600
pHREML_AKDEc,4,0.457222542,39.49194551,86164.091,3600
pHREML_AKDEc,4,0.762915263,42.31937003,86164.091,3600
pHREML_AKDEc,4,0.785959342,47.09816909,86164.091,3600
pHREML_AKDEc,4,1.504455297,45.18117952,86164.091,3600
pHREML_wAKDEc,4,0.48398614,41.15802121,86164.091,3600
KDE,4,0.280752364,0.402006626,86164.091,3600
pHREML_wAKDEc,4,0.790078764,43.53762698,86164.091,3600
KDE,4,0.238689314,1.102025747,86164.091,3600
pHREML_wAKDEc,4,0.761558973,47.62350821,86164.091,3600
KDE,4,0.294498155,0.381797075,86164.091,3600
AKDE,4,0.695670265,29.61475682,86164.091,3600
AKDE,4,0.493651632,25.85854411,86164.091,3600
pHREML_wAKDEc,4,1.53003129,43.08301425,86164.091,3600
KDE,4,0.381741755,0.300437927,86164.091,3600
AKDE,4,0.7234367,28.8735249,86164.091,3600
AKDEc,4,0.343877641,27.51855564,86164.091,3600
AKDEc,4,0.464724366,29.41266775,86164.091,3600
AKDE,4,1.193584781,26.17399907,86164.091,3600
AKDEc,4,0.482351194,29.64083576,86164.091,3600
AKDEc,4,0.768924902,26.5945158,86164.091,3600
pHREML_AKDEc,4,0.374223028,43.66355205,86164.091,3600
pHREML_AKDEc,4,0.561293249,48.59417224,86164.091,3600
pHREML_AKDEc,4,1.089403121,42.5544579,86164.091,3600
pHREML_AKDEc,4,0.565500505,48.13667345,86164.091,3600
pHREML_wAKDEc,4,0.359933095,43.36270499,86164.091,3600
KDE,4,0.522090322,1.090091467,86164.091,3600
pHREML_wAKDEc,4,0.569528421,47.20346808,86164.091,3600
KDE,4,0.750956056,0.372330427,86164.091,3600
AKDE,4,1.539032514,26.62561202,86164.091,3600
pHREML_wAKDEc,4,1.284979646,42.79188561,86164.091,3600
KDE,4,0.545002341,0.298169136,86164.091,3600
AKDE,4,1.860142029,29.60635948,86164.091,3600
pHREML_wAKDEc,4,0.551134872,51.0433538,86164.091,3600
KDE,4,0.646180395,0.36822772,86164.091,3600
AKDEc,4,0.993166582,28.06100178,86164.091,3600
AKDE,4,1.169362494,27.98242402,86164.091,3600
AKDEc,4,1.189834873,29.17964101,86164.091,3600
AKDE,4,1.654961215,31.56701875,86164.091,3600
AKDEc,4,0.776706807,26.82041216,86164.091,3600
pHREML_AKDEc,4,1.228831545,44.4293344,86164.091,3600
AKDEc,4,1.047741784,28.0001483,86164.091,3600
pHREML_AKDEc,4,1.493713818,46.96550393,86164.091,3600
pHREML_AKDEc,4,0.903207517,43.35986328,86164.091,3600
pHREML_wAKDEc,4,1.182133293,42.98169684,86164.091,3600
KDE,4,0.448667801,0.298841,86164.091,3600
pHREML_AKDEc,4,1.335328798,47.13724518,86164.091,3600
pHREML_wAKDEc,4,1.459872663,48.25169826,86164.091,3600
KDE,4,0.479430338,1.20975709,86164.091,3600
AKDE,4,1.163779456,26.66755199,86164.091,3600
pHREML_wAKDEc,4,0.875753914,43.07034612,86164.091,3600
KDE,4,0.276776512,1.080118179,86164.091,3600
AKDE,4,1.355693639,30.71398997,86164.091,3600
pHREML_wAKDEc,4,1.303236215,49.56504583,86164.091,3600
AKDEc,4,0.75857022,28.31538582,86164.091,3600
KDE,4,0.750502775,1.229085684,86164.091,3600
AKDE,4,0.711141906,25.71212864,86164.091,3600
AKDEc,4,0.883688159,29.79186988,86164.091,3600
AKDEc,4,0.470935693,25.39681244,86164.091,3600
AKDE,4,2.447683169,29.03637791,86164.091,3600
pHREML_AKDEc,4,0.943158388,42.88696623,86164.091,3600
AKDEc,4,1.531528396,28.82197475,86164.091,3600
pHREML_AKDEc,4,0.564534141,42.11809778,86164.091,3600
pHREML_AKDEc,4,1.08901179,47.80517149,86164.091,3600
pHREML_wAKDEc,4,0.947408173,42.992522,86164.091,3600
KDE,4,0.467597134,0.296426058,86164.091,3600
pHREML_AKDEc,4,2.041804872,49.18059707,86164.091,3600
pHREML_wAKDEc,4,0.535259092,43.09367347,86164.091,3600
KDE,4,0.56192648,0.29949379,86164.091,3600
AKDE,4,1.082363795,27.27781534,86164.091,3600
pHREML_wAKDEc,4,1.086231407,50.45038199,86164.091,3600
KDE,4,0.271688126,0.37851882,86164.091,3600
AKDEc,4,0.709043017,27.10445595,86164.091,3600
AKDE,4,1.301553297,29.42917657,86164.091,3600
AKDE,4,0.783557117,23.83722019,86164.091,3600
pHREML_wAKDEc,4,2.01393082,48.04552937,86164.091,3600
KDE,4,0.195256371,0.371912956,86164.091,3600
AKDEc,4,0.843953842,26.09478164,86164.091,3600
AKDEc,4,0.512628018,23.82300329,86164.091,3600
pHREML_AKDEc,4,0.8640591,43.67541313,86164.091,3600
AKDE,4,0.406347199,29.331002,86164.091,3600
pHREML_AKDEc,4,1.039346642,43.22304153,86164.091,3600
AKDEc,4,0.284312321,27.99457669,86164.091,3600
pHREML_AKDEc,4,0.672426721,41.04440999,86164.091,3600
pHREML_wAKDEc,4,0.840778045,43.57121205,86164.091,3600
KDE,4,0.348810459,0.300947189,86164.091,3600
pHREML_wAKDEc,4,0.715488583,38.79831409,86164.091,3600
AKDE,4,0.782986399,25.97118688,86164.091,3600
KDE,4,0.419298271,1.234179735,86164.091,3600
pHREML_wAKDEc,4,1.041886172,44.61909246,86164.091,3600
KDE,4,0.22128403,0.299093246,86164.091,3600
pHREML_AKDEc,4,0.316358738,47.93433809,86164.091,3600
AKDEc,4,0.510178338,26.09601402,86164.091,3600
AKDE,4,1.52892691,31.68168712,86164.091,3600
AKDE,4,0.329717598,31.37539959,86164.091,3600
pHREML_wAKDEc,4,0.326030693,48.46789694,86164.091,3600
KDE,4,0.284488459,0.386744976,86164.091,3600
AKDEc,4,0.240303604,28.76843739,86164.091,3600
AKDEc,4,0.966962727,30.69843602,86164.091,3600
pHREML_AKDEc,4,0.622213771,44.06893063,86164.091,3600
AKDE,4,0.849637099,29.70552206,86164.091,3600
pHREML_AKDEc,4,1.245555777,48.03304791,86164.091,3600
pHREML_AKDEc,4,0.247198354,48.41582251,86164.091,3600
pHREML_wAKDEc,4,0.606165717,42.06331825,86164.091,3600
KDE,4,0.309691089,0.300774574,86164.091,3600
AKDEc,4,0.559480385,29.72984719,86164.091,3600
AKDE,4,0.657742859,26.40230751,86164.091,3600
pHREML_wAKDEc,4,1.214303509,51.30837488,86164.091,3600
pHREML_wAKDEc,4,0.243302834,52.51280332,86164.091,3600
KDE,4,0.277865429,1.232194185,86164.091,3600
KDE,4,0.272487194,0.297333956,86164.091,3600
pHREML_AKDEc,4,0.709021339,48.43396163,86164.091,3600
AKDEc,4,0.434005906,26.46361995,86164.091,3600
AKDE,4,0.629575565,27.87959027,86164.091,3600
AKDE,4,0.980776202,28.7232337,86164.091,3600
pHREML_AKDEc,4,0.515931349,43.52531099,86164.091,3600
pHREML_wAKDEc,4,0.757107533,47.58022618,86164.091,3600
KDE,4,0.402851201,0.350245714,86164.091,3600
AKDEc,4,0.423781697,27.03281116,86164.091,3600
AKDEc,4,0.63546698,29.45360041,86164.091,3600
AKDE,4,0.876758972,29.47278905,86164.091,3600
pHREML_wAKDEc,4,0.493288857,43.86090231,86164.091,3600
KDE,4,0.318571768,0.305139303,86164.091,3600
pHREML_AKDEc,4,0.499555208,42.81607175,86164.091,3600
pHREML_AKDEc,4,0.848662374,47.30854225,86164.091,3600
AKDEc,4,0.592341167,31.62181067,86164.091,3600
AKDE,4,0.923831897,28.81275415,86164.091,3600
pHREML_wAKDEc,4,0.501200754,42.58141088,86164.091,3600
KDE,4,0.318170016,0.299452305,86164.091,3600
AKDEc,4,0.61314824,26.15246463,86164.091,3600
pHREML_wAKDEc,4,0.893141457,48.26676583,86164.091,3600
KDE,4,0.156958007,0.364105701,86164.091,3600
pHREML_AKDEc,4,0.679115987,48.80926204,86164.091,3600
AKDE,4,0.629605467,26.17069435,86164.091,3600
AKDE,4,0.319428567,30.98147678,86164.091,3600
pHREML_AKDEc,4,0.775200959,42.24115753,86164.091,3600
AKDEc,4,0.430475093,25.49892235,86164.091,3600
pHREML_wAKDEc,4,0.704244199,47.88065553,86164.091,3600
KDE,4,0.359071297,0.37417984,86164.091,3600
AKDEc,4,0.224041049,30.54099941,86164.091,3600
pHREML_wAKDEc,4,0.857139319,42.75031114,86164.091,3600
KDE,4,0.448296633,0.294074059,86164.091,3600
pHREML_AKDEc,4,0.479415063,41.42647696,86164.091,3600
AKDE,4,0.758928912,32.95482039,86164.091,3600
AKDE,4,0.839523532,27.39956975,86164.091,3600
pHREML_AKDEc,4,0.251324833,46.43351793,86164.091,3600
AKDEc,4,0.523865503,28.63123751,86164.091,3600
pHREML_wAKDEc,4,0.463466432,43.15287328,86164.091,3600
KDE,4,0.377307374,0.298017025,86164.091,3600
AKDEc,4,0.576650096,27.69715166,86164.091,3600
AKDE,4,1.154643843,26.38348579,86164.091,3600
pHREML_wAKDEc,4,0.264416082,48.26360631,86164.091,3600
KDE,4,0.569124543,0.377402544,86164.091,3600
pHREML_AKDEc,4,0.579778707,49.49841452,86164.091,3600
pHREML_AKDEc,4,0.640670937,43.77674055,86164.091,3600
AKDEc,4,0.727578754,26.29433155,86164.091,3600
AKDE,4,1.348147967,22.6697793,86164.091,3600
AKDEc,4,0.876085957,24.01181078,86164.091,3600
pHREML_wAKDEc,4,0.583408375,46.59024405,86164.091,3600
KDE,4,0.161517446,0.380752563,86164.091,3600
pHREML_wAKDEc,4,0.645082096,43.17589736,86164.091,3600
KDE,4,0.277947938,0.302323341,86164.091,3600
pHREML_AKDEc,4,1.01377228,43.71478295,86164.091,3600
pHREML_AKDEc,4,1.079573148,41.05124497,86164.091,3600
AKDE,4,0.285153483,34.82458854,86164.091,3600
AKDE,4,0.461642784,32.59294057,86164.091,3600
pHREML_wAKDEc,4,1.073578149,44.36976576,86164.091,3600
KDE,4,0.316668678,0.291683435,86164.091,3600
AKDEc,4,0.331447088,31.43960071,86164.091,3600
pHREML_wAKDEc,4,1.064188467,39.57771254,86164.091,3600
KDE,4,0.277944033,0.369445562,86164.091,3600
AKDEc,4,0.207118393,39.04886794,86164.091,3600
AKDE,4,0.59442321,28.7144711,86164.091,3600
AKDEc,4,0.4109726,27.96860313,86164.091,3600
pHREML_AKDEc,4,0.344153203,50.25809908,86164.091,3600
pHREML_AKDEc,4,0.216104605,60.95365357,86164.091,3600
pHREML_AKDEc,4,0.456490501,44.16445255,86164.091,3600
pHREML_wAKDEc,4,0.33879909,53.10879111,86164.091,3600
KDE,4,0.365442533,0.290735245,86164.091,3600
pHREML_wAKDEc,4,0.241084115,61.0502665,86164.091,3600
KDE,4,0.402934802,0.369879484,86164.091,3600
pHREML_wAKDEc,4,0.478444488,42.98391962,86164.091,3600
KDE,4,0.307739005,0.296744347,86164.091,3600
AKDE,4,0.796317619,26.50500727,86164.091,3600
AKDE,4,0.871080231,28.50733757,86164.091,3600
AKDE,4,0.66643698,27.66780019,86164.091,3600
AKDEc,4,0.536112427,27.50130606,86164.091,3600
AKDE,4,0.451005283,173.6698272,86164.091,3600
AKDEc,4,0.445709386,27.30116773,86164.091,3600
AKDEc,4,0.583031104,28.79285669,86164.091,3600
pHREML_AKDEc,4,0.620871101,43.71894002,86164.091,3600
pHREML_AKDEc,4,0.515786811,42.77142525,86164.091,3600
pHREML_AKDEc,4,0.680121722,45.80828524,86164.091,3600
pHREML_wAKDEc,4,0.617777082,43.11888671,86164.091,3600
KDE,4,0.203511867,0.302451849,86164.091,3600
pHREML_wAKDEc,4,0.488113094,44.35376525,86164.091,3600
KDE,4,0.351632344,1.072875261,86164.091,3600
pHREML_wAKDEc,4,0.667658929,45.62287736,86164.091,3600
KDE,4,0.332491653,0.335202694,86164.091,3600
AKDE,4,0.330160582,32.36751628,86164.091,3600
AKDE,4,0.747539338,21.02824783,86164.091,3600
AKDE,4,0.837886572,28.55934381,86164.091,3600
AKDEc,4,0.240081943,31.81900525,86164.091,3600
AKDEc,4,0.508411244,21.61476302,86164.091,3600
AKDEc,4,0.545733231,29.59280825,86164.091,3600
AKDEc,4,0.322895959,166.1723306,86164.091,3600
pHREML_AKDEc,4,0.58905454,34.71939468,86164.091,3600
pHREML_AKDEc,4,0.248652374,51.45390582,86164.091,3600
pHREML_AKDEc,4,0.662828197,45.38789678,86164.091,3600
pHREML_wAKDEc,4,0.592174458,36.83584666,86164.091,3600
KDE,4,0.472713356,1.088853121,86164.091,3600
AKDE,4,1.376120329,22.34080482,86164.091,3600
pHREML_wAKDEc,4,0.255878202,54.47691298,86164.091,3600
pHREML_AKDEc,4,0.336191333,73.56703544,86164.091,3600
KDE,4,0.227319912,0.300730705,86164.091,3600
pHREML_wAKDEc,4,0.626038619,44.27051258,86164.091,3600
KDE,4,0.305362124,0.334320545,86164.091,3600
AKDEc,4,0.897969662,22.45676708,86164.091,3600
AKDE,4,0.782962603,28.42621541,86164.091,3600
AKDE,4,0.377984796,47.86717129,86164.091,3600
pHREML_AKDEc,4,1.144241883,35.90245485,86164.091,3600
AKDEc,4,0.519776544,29.39153028,86164.091,3600
pHREML_wAKDEc,4,1.158333051,37.35450315,86164.091,3600
KDE,4,0.38995282,0.296036959,86164.091,3600
AKDEc,4,0.272840611,43.14002132,86164.091,3600
AKDE,4,1.29976541,21.8401382,86164.091,3600
pHREML_AKDEc,4,0.63517771,45.58467817,86164.091,3600
AKDEc,4,0.842153247,20.46428466,86164.091,3600
pHREML_wAKDEc,4,0.645743183,46.52894926,86164.091,3600
KDE,4,0.649664097,1.143718004,86164.091,3600
pHREML_AKDEc,4,1.134574353,34.14429784,86164.091,3600
AKDE,4,2.016065454,28.34952664,86164.091,3600
pHREML_wAKDEc,4,1.207150109,36.85912323,86164.091,3600
KDE,4,0.305170673,1.064670086,86164.091,3600
pHREML_wAKDEc,4,0.331687668,206.5020633,86164.091,3600
KDE,4,0.161096234,0.329437733,86164.091,3600
AKDEc,4,1.275712434,28.94164729,86164.091,3600
AKDE,4,0.69045485,30.56724834,86164.091,3600
AKDE,4,0.295936731,29.51875472,86164.091,3600
pHREML_AKDEc,4,0.283501236,152.1760871,86164.091,3600
pHREML_AKDEc,4,1.629819778,47.67620921,86164.091,3600
AKDEc,4,0.484173444,30.30279493,86164.091,3600
AKDEc,4,0.209287101,28.04635334,86164.091,3600
pHREML_AKDEc,4,0.230050249,44.87609148,86164.091,3600
pHREML_wAKDEc,4,1.55772939,48.78386974,86164.091,3600
pHREML_AKDEc,4,0.510760513,49.02549577,86164.091,3600
KDE,4,0.267945112,1.153162241,86164.091,3600
AKDE,4,0.710592659,24.74417305,86164.091,3600
pHREML_wAKDEc,4,0.233778904,43.80247307,86164.091,3600
KDE,4,0.354725243,0.336323023,86164.091,3600
pHREML_wAKDEc,4,0.283856128,113.8718097,86164.091,3600
KDE,4,0.402672401,0.299486637,86164.091,3600
AKDEc,4,0.467811927,23.83256745,86164.091,3600
pHREML_wAKDEc,4,0.500560324,50.64322495,86164.091,3600
KDE,4,0.505106462,1.070610046,86164.091,3600
AKDE,4,0.80460426,29.07116055,86164.091,3600
AKDE,4,0.73822234,27.17314458,86164.091,3600
AKDE,4,1.870612039,28.39206505,86164.091,3600
pHREML_AKDEc,4,0.578544559,37.91907287,86164.091,3600
AKDEc,4,0.502261629,26.32673097,86164.091,3600
AKDEc,4,0.54724923,31.25637722,86164.091,3600
AKDEc,4,1.153671138,28.5976162,86164.091,3600
pHREML_wAKDEc,4,0.573417449,38.84245563,86164.091,3600
KDE,4,0.506049728,0.328223467,86164.091,3600
pHREML_AKDEc,4,0.560613491,46.27871847,86164.091,3600
pHREML_AKDEc,4,0.629612842,45.38739467,86164.091,3600
pHREML_AKDEc,4,1.54308297,44.04827213,86164.091,3600
AKDE,4,1.252833275,28.77744555,86164.091,3600
AKDEc,4,0.825606137,29.83030009,86164.091,3600
pHREML_wAKDEc,4,0.543046526,46.01998448,86164.091,3600
KDE,4,0.231170029,0.366226196,86164.091,3600
pHREML_wAKDEc,4,0.629549692,46.20825672,86164.091,3600
KDE,4,0.610690687,0.337665081,86164.091,3600
pHREML_wAKDEc,4,1.471783446,47.89219904,86164.091,3600
KDE,4,0.443948298,0.300088644,86164.091,3600
AKDE,4,0.404401451,28.26413298,86164.091,3600
AKDE,4,1.632691691,28.43141222,86164.091,3600
AKDE,4,0.875108386,25.51211333,86164.091,3600
pHREML_AKDEc,4,0.993898731,48.04206228,86164.091,3600
AKDEc,4,0.284187486,29.01734686,86164.091,3600
AKDEc,4,1.046767953,28.03982997,86164.091,3600
AKDEc,4,0.585408761,25.83061481,86164.091,3600
pHREML_wAKDEc,4,0.984786564,48.32213116,86164.091,3600
KDE,4,0.326253707,0.341223001,86164.091,3600
