tau_p,tau_v,dur,dti,error,error_lci,error_uci
86400.002,3600,2764800,675,0.00358111,-0.00486831515016733,0.0120481117464941
86400.002,3600,2764800,338,0.010134075,0.000378143786171369,0.0199132939880039
86400.002,3600,2764800,169,0.008498894,-0.00595780834065065,0.0230068767207318
86400.002,3600,2764800,84,0.005656575,0.00274439363721736,0.00857083711715846
86400.002,3600,2764800,42,0.005479686,0.00267603901214922,0.00828526213595191
86400.002,3600,2764800,20,0.005858221,0.00575200410742809,0.00596444074646361
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,0.112926329,-0.0279849726467037,0.258407266379237
86400.002,3600,5529600,5400,0.030877876,0.00898027300765634,0.0528907876002438
86400.002,3600,5529600,2700,0.007913008,0.00300125059908217,0.0128306743304627
86400.002,3600,5529600,1350,0.008646432,0.00366283345711949,0.01363610912259
86400.002,3600,5529600,675,0.008185825,0.00250466660827356,0.0138748868289993
86400.002,3600,5529600,338,0.017827094,0.00580539138839026,0.0298839102865588
86400.002,3600,5529600,169,0.018738779,0.0089115578701051,0.0285894309943502
86400.002,3600,5529600,84,0.008665806,0.00699066504932739,0.0103416332795246
86400.002,3600,5529600,42,0.008818028,0.0067958624125773,0.010841193564178
86400.002,3600,5529600,20,0.009071834,0.00896596187728388,0.00917770957291328
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.153106866,-0.437026307047358,0.157726027437113
86400.002,3600,86400,5400,-0.087552084,-0.184582983879665,0.0121030302279463
86400.002,3600,86400,2700,-0.075365734,-0.118547243722644,-0.0316807941000558
86400.002,3600,86400,1350,-0.077194594,-0.122323041245189,-0.031514860070557
86400.002,3600,86400,675,-0.081170359,-0.127950653928406,-0.0337947728297635
86400.002,3600,86400,338,-0.065039721,-0.148196397790827,0.0199871576583784
86400.002,3600,86400,169,-0.067786467,-0.149250493614955,0.0154767894965215
86400.002,3600,86400,84,-0.053798714,-0.0679493435410937,-0.039595707837282
86400.002,3600,86400,42,-0.052791574,-0.0656493486024517,-0.0398906184745708
86400.002,3600,86400,20,-0.049753693,-0.0504417210628893,-0.0490655424619561
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,0.022987546,-0.145737251749302,0.198943786232427
86400.002,3600,172800,5400,0.003055276,-0.0681331406036375,0.0755140503453163
86400.002,3600,172800,2700,0.011074779,-0.0352364963098805,0.0579154646119681
86400.002,3600,172800,1350,0.011073601,-0.0225329744341973,0.0449579846607772
86400.002,3600,172800,675,0.003620667,-0.0281424379923264,0.0356336723004006
86400.002,3600,172800,338,-0.006361616,-0.0323495058999406,0.0197949907926876
86400.002,3600,172800,169,-0.004079925,-0.0465894285526365,0.0388820237016862
86400.002,3600,172800,84,0.024502011,0.0107646877830103,0.0382849054691243
86400.002,3600,172800,42,0.023619018,0.0114258297420722,0.0358481251885701
86400.002,3600,172800,20,0.025089887,0.0245681299859083,0.0256117087056857
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,-0.089438926,-0.189044788400426,0.0129408860551609
86400.002,3600,345600,5400,0.001564405,-0.0852138728368352,0.0902424901432165
86400.002,3600,345600,2700,-0.019596368,-0.0426100543111174,0.00355131780722571
86400.002,3600,345600,1350,-0.015524548,-0.0453077091356332,0.0144825165496218
86400.002,3600,345600,675,-0.014385946,-0.0422011160196556,0.0136241827500939
86400.002,3600,345600,338,-0.013087911,-0.0474246654133868,0.0215460806126758
86400.002,3600,345600,169,-0.015074801,-0.0638291979995984,0.0342825526884068
86400.002,3600,345600,84,-0.013274513,-0.0212514819899922,-0.00528161068834987
86400.002,3600,345600,42,-0.010281496,-0.0187165048038395,-0.0018287242563972
86400.002,3600,345600,20,-0.012918866,-0.0132394008596953,-0.0125983059629151
86400.002,3600,691200,86400,-0.766369158,-0.860618015179026,-0.660875512240847
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,-0.033067024,-0.216816752264611,0.15985051135067
86400.002,3600,691200,5400,-0.019591758,-0.0941490611960707,0.0563934061316834
86400.002,3600,691200,2700,-0.021653568,-0.0407381854835612,-0.00247670372623508
86400.002,3600,691200,1350,-0.020338658,-0.0391787362552177,-0.00140880798821137
86400.002,3600,691200,675,-0.018139231,-0.0403241879056098,0.00417003357274317
86400.002,3600,691200,338,-0.028265047,-0.0567263950274423,0.00040339937215404
86400.002,3600,691200,169,-0.022401795,-0.0581229771780963,0.0136442990801561
86400.002,3600,691200,84,-0.017068435,-0.0221399268159952,-0.0119904839251702
86400.002,3600,691200,42,-0.016697528,-0.0222060243876341,-0.0111814132102369
86400.002,3600,691200,20,-0.017101897,-0.0173785600848357,-0.0168252153846982
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.029733204,-0.141663326342683,0.208547588933391
86400.002,3600,1382400,5400,-0.004095354,-0.0530881099974198,0.0454995037398585
86400.002,3600,1382400,2700,-0.005644342,-0.0172576681546764,0.00600252479454767
86400.002,3600,1382400,1350,-0.006573756,-0.0188751953565244,0.00576535932324015
86400.002,3600,1382400,675,-0.004689278,-0.0164731361148875,0.00712908051652207
86400.002,3600,1382400,338,0.000250315,-0.0289747061648633,0.0296874679365285
86400.002,3600,1382400,169,-0.0014169,-0.0223845648310569,0.019659901061613
86400.002,3600,1382400,84,-0.009997009,-0.0142794264644952,-0.00571001870319437
86400.002,3600,1382400,42,-0.008929896,-0.0133864760109849,-0.00446836844213556
86400.002,3600,1382400,20,-0.009738662,-0.00990111748776002,-0.00957620020893061
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,0.031942521,-0.115697144366214,0.185025030733128
86400.002,3600,2764800,5400,0.01131066,-0.0220744515267684,0.0449698482985682
86400.002,3600,2764800,2700,0.00805205,-0.00157125253243818,0.0176980570918605
86400.002,3600,2764800,1350,0.010788852,0.00250544455193857,0.0190890309685903
86400.002,3600,2764800,675,0.010898051,0.00376885858862693,0.0180396613012526
86400.002,3600,2764800,338,0.008817609,-0.00294597973173293,0.0206151177730465
86400.002,3600,2764800,169,0.0074854,-0.00375320180235898,0.0187549983719872
86400.002,3600,2764800,84,0.003668134,0.00062515550073461,0.00671338990513848
86400.002,3600,2764800,42,0.003649333,0.00034050551591988,0.00696085324021601
86400.002,3600,2764800,20,0.003744913,0.00362978209404952,0.00386004672242639
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,0.005676896,-0.333575788388883,0.377329785056544
86400.002,3600,5529600,10800,0.043816859,-0.0513880413749544,0.141219115137872
86400.002,3600,5529600,5400,0.004330031,-0.0138578993176867,0.0225995462610868
86400.002,3600,5529600,2700,0.004803931,-0.00189247397244406,0.0115113572483922
86400.002,3600,5529600,1350,0.005276838,0.000345973321228126,0.0102136740242399
86400.002,3600,5529600,675,0.005339369,-0.000826606169518487,0.011514683390572
86400.002,3600,5529600,338,0.004813218,-0.00421916165312457,0.0138656624765285
86400.002,3600,5529600,169,0.004444515,-0.00589063524698611,0.0148059526255579
86400.002,3600,5529600,84,0.000657156,-0.00114607819534008,0.00246119162203595
86400.002,3600,5529600,42,0.000359499,-0.0020773156897747,0.002797778105607
86400.002,3600,5529600,20,0.000506978,0.000412229081147921,0.000601728815103511
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,,,
86400.002,3600,86400,5400,-0.065325333,-0.188972087422742,0.0625195081434564
86400.002,3600,86400,2700,-0.064980414,-0.100105388662613,-0.0295268849503653
86400.002,3600,86400,1350,-0.071079365,-0.120140470082524,-0.0213702619586937
86400.002,3600,86400,675,-0.064906304,-0.111025112128789,-0.0182192447864296
86400.002,3600,86400,338,-0.0726707,-0.116859439004722,-0.0279561599969786
86400.002,3600,86400,169,-0.063241073,-0.123312267570909,-0.00220330518314227
86400.002,3600,86400,84,-0.038084672,-0.0567065451511676,-0.0193734745850349
86400.002,3600,86400,42,-0.04085286,-0.0560704670143163,-0.0255754839194044
86400.002,3600,86400,20,-0.038356968,-0.0389766281450505,-0.037737208887945
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.255082047,-0.61559674738019,0.160427222536936
86400.002,3600,172800,10800,-0.154404663,-0.357008909287702,0.0612330512270066
86400.002,3600,172800,5400,-0.145852846,-0.209710078896294,-0.0807938273021986
86400.002,3600,172800,2700,-0.081972159,-0.113247528581126,-0.050431739263277
86400.002,3600,172800,1350,-0.081406805,-0.11777911658343,-0.0446756864606692
86400.002,3600,172800,675,-0.075626509,-0.107887542734067,-0.0430853291841885
86400.002,3600,172800,338,-0.108749655,-0.151920484546035,-0.065056536646661
86400.002,3600,172800,169,-0.105719786,-0.146691919101264,-0.0642791546923071
86400.002,3600,172800,84,-0.057190687,-0.0679104655411213,-0.0464407704108598
86400.002,3600,172800,42,-0.057848849,-0.069395688663656,-0.0462670094308548
86400.002,3600,172800,20,-0.057343219,-0.057837732972426,-0.0568486410674354
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.240343717,-0.415771347417899,-0.0540839008844361
86400.002,3600,345600,10800,-0.104710006,-0.201036049535051,-0.00574705159102943
86400.002,3600,345600,5400,-0.022339327,-0.118647051537953,0.0763748693594148
86400.002,3600,345600,2700,-0.018205907,-0.0398701017564622,0.00357682049126592
86400.002,3600,345600,1350,-0.023666705,-0.0441624583587076,-0.00306429732547512
86400.002,3600,345600,675,-0.024600186,-0.0484104144008975,-0.000645750780941201
86400.002,3600,345600,338,-0.024041513,-0.0645434780337985,0.016879433411557
86400.002,3600,345600,169,-0.028990134,-0.0655642238346404,0.00792698617927199
86400.002,3600,345600,84,-0.001635589,-0.00860671568784859,0.00534755966204083
86400.002,3600,345600,42,-0.001215719,-0.00813854852934121,0.00571896102664314
86400.002,3600,345600,20,-0.001684971,-0.00203222186813098,-0.00133769068548194
86400.002,3600,691200,86400,-0.68513923,-0.822042367908761,-0.530215375978511
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,0.034080807,-0.269104704140339,0.361798482810515
86400.002,3600,691200,5400,-0.008559023,-0.0868574341702543,0.0712980393591957
86400.002,3600,691200,2700,-0.025567996,-0.0387763458983891,-0.0123153506827104
86400.002,3600,691200,1350,-0.023936231,-0.0400129331108951,-0.00779396782929006
86400.002,3600,691200,675,-0.024735627,-0.0399970863728179,-0.00941505091741671
86400.002,3600,691200,338,-0.037033841,-0.0519489541102259,-0.0220615447645077
86400.002,3600,691200,169,-0.034101174,-0.058921176601293,-0.00912287667385477
86400.002,3600,691200,84,-0.015372763,-0.0212204700548388,-0.00951647963235393
86400.002,3600,691200,42,-0.01520381,-0.0220530379555225,-0.00834281541217061
86400.002,3600,691200,20,-0.015646656,-0.0159189347900735,-0.0153743594164355
86400.002,3600,1382400,86400,-0.594089092,-0.728265390108123,-0.44740734213248
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,-0.055097463,-0.439786952103318,0.376035117638405
86400.002,3600,1382400,10800,0.004769066,-0.123218742106391,0.136933702908549
86400.002,3600,1382400,5400,0.011974929,-0.0335886830017301,0.0580504254873714
86400.002,3600,1382400,2700,-0.001787656,-0.0134816391708719,0.00994020447000612
86400.002,3600,1382400,1350,-0.000356091,-0.00976524068840369,0.00907494701624303
86400.002,3600,1382400,675,0.000340858,-0.0110421291897274,0.0117558725404022
86400.002,3600,1382400,338,-0.001536244,-0.0172891134091326,0.0142781492056365
86400.002,3600,1382400,169,-0.004205143,-0.0151574135336547,0.00677690984899942
86400.002,3600,1382400,84,0.011153688,0.00749221872003134,0.0148184293773248
86400.002,3600,1382400,42,0.011801933,0.00780168003054613,0.0158060888366529
86400.002,3600,1382400,20,0.011983921,0.0117825082778937,0.0121853428083574
86400.002,3600,2764800,86400,-0.551791608,-0.681380500387658,-0.411885411223048
86400.002,3600,2764800,43200,-0.395973675,-0.488350512118045,-0.29994281101883
86400.002,3600,2764800,21600,-0.008313825,-0.412483927816385,0.444719135757873
86400.002,3600,2764800,10800,0.017880735,-0.0876242348807272,0.126164405944948
86400.002,3600,2764800,5400,0.021266106,-0.0247303092815638,0.0677794331774264
86400.002,3600,2764800,2700,0.005270097,-0.00501577592714238,0.0155819856525695
86400.002,3600,2764800,1350,0.006347247,-0.00574912914636405,0.0184795806543216
86400.002,3600,2764800,675,0.006655988,-0.00182782162759923,0.015157462758282
86400.002,3600,2764800,338,0.002576747,-0.00621631205276704,0.0113888614690173
86400.002,3600,2764800,169,0.005378461,-0.0098526748920669,0.0206667072426211
86400.002,3600,2764800,84,0.010666499,0.00796524062444299,0.0133695391665682
86400.002,3600,2764800,42,0.010662165,0.00788286153170411,0.0134433538043199
86400.002,3600,2764800,20,0.010437127,0.010325241659649,0.0105490148983834
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,0.107746133,-0.00270531875637164,0.220992203350589
86400.002,3600,5529600,5400,0.016693097,-0.0116778437133368,0.0452606478222151
86400.002,3600,5529600,2700,0.003793772,-0.00257938359286847,0.0101769204678907
86400.002,3600,5529600,1350,0.003648767,-0.00158663880362864,0.00889091420850294
86400.002,3600,5529600,675,0.003255165,-0.00354568923226366,0.010067404889343
86400.002,3600,5529600,338,0.006468323,-0.000440689828543009,0.0133890492998465
86400.002,3600,5529600,169,0.006379591,-0.00215388268735446,0.0149309438618338
86400.002,3600,5529600,84,0.009927298,0.00722606893641509,0.0126303086829037
86400.002,3600,5529600,42,0.009693104,0.00758622013358914,0.0118010724255017
86400.002,3600,5529600,20,0.009528114,0.0094394625577219,0.00961676786355152
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,,,
86400.002,3600,86400,5400,-0.307630026,-0.369956018755032,-0.243884849854829
86400.002,3600,86400,2700,-0.21661985,-0.263512984228639,-0.169023283429764
86400.002,3600,86400,1350,-0.22317989,-0.264511555072684,-0.181298211487579
86400.002,3600,86400,675,-0.222906444,-0.276564068807172,-0.168317782934089
86400.002,3600,86400,338,-0.22005384,-0.302135727724975,-0.135775834903906
86400.002,3600,86400,169,-0.22453155,-0.278199780284612,-0.169929918695758
86400.002,3600,86400,84,-0.217990492,-0.228193754319294,-0.207754298071512
86400.002,3600,86400,42,-0.216692813,-0.234648859218646,-0.198634682568402
86400.002,3600,86400,20,-0.215352256,-0.216211730987154,-0.214492548798996
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,-0.147755578,-0.341626830687136,0.0578890131719584
86400.002,3600,172800,5400,0.043469033,-0.202028686897678,0.304442195778002
86400.002,3600,172800,2700,-0.001054005,-0.080448464326568,0.0799312583649877
86400.002,3600,172800,1350,6.51e-05,-0.0720256946277754,0.073463070095827
86400.002,3600,172800,675,-0.004827091,-0.085156348728752,0.077137465088407
86400.002,3600,172800,338,0.040658338,-0.0775671863760968,0.162308241250111
86400.002,3600,172800,169,0.051092932,-0.074712650234903,0.180745739745464
86400.002,3600,172800,84,-0.035685182,-0.0453671510907485,-0.0259791841139998
86400.002,3600,172800,42,-0.037654138,-0.0488817825783166,-0.026394101071267
86400.002,3600,172800,20,-0.03947582,-0.0399784242184062,-0.0389731510881248
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,-0.142599291,-0.216968866580875,-0.0665997207586722
86400.002,3600,345600,5400,-0.04316536,-0.11967637850156,0.034888267455316
86400.002,3600,345600,2700,-0.020610589,-0.055343993613282,0.014429352187103
86400.002,3600,345600,1350,-0.01646163,-0.0414502487454629,0.00868455133551403
86400.002,3600,345600,675,-0.024968185,-0.0509802919417503,0.00121620366028613
86400.002,3600,345600,338,-0.010163283,-0.0627336654042314,0.0431053869427528
86400.002,3600,345600,169,-0.010129086,-0.0501533483572859,0.0302984624865522
86400.002,3600,345600,84,-0.028429041,-0.0369830556085492,-0.0198564172883782
86400.002,3600,345600,42,-0.028528605,-0.0360469223806403,-0.0209959129612576
86400.002,3600,345600,20,-0.030216441,-0.0305579239720301,-0.0298749287360941
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,-0.464151453,-0.607704429334735,-0.310126704073537
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,-0.065927752,-0.268569947603005,0.148393624794534
86400.002,3600,691200,5400,-0.040932613,-0.118731750442769,0.0384583785948047
86400.002,3600,691200,2700,-0.032759254,-0.052212129017677,-0.013209421044419
86400.002,3600,691200,1350,-0.028856878,-0.0519401133310585,-0.00563753679385059
86400.002,3600,691200,675,-0.028832971,-0.0487403101738489,-0.00882449151523449
86400.002,3600,691200,338,-0.040337369,-0.0649505418182325,-0.0155675199471297
86400.002,3600,691200,169,-0.036561317,-0.0618398563483536,-0.0111181388232403
86400.002,3600,691200,84,-0.028980404,-0.0342047602370252,-0.0237491090857686
86400.002,3600,691200,42,-0.028866614,-0.0328233390311298,-0.0249059100254914
86400.002,3600,691200,20,-0.030760024,-0.0310127100658987,-0.0305073209700875
86400.002,3600,1382400,86400,,,
