"event-id","visible","timestamp","location-long","location-lat","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name"
"759",7017150540,TRUE,2015-04-14 15:56:00,101.962177331842,14.5642464428154,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"760",7017150541,TRUE,2015-04-14 20:25:00,101.962177331842,14.5642464428154,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"761",7017150542,TRUE,2015-04-15 00:39:00,101.962177331842,14.5642464428154,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"762",7017150543,TRUE,2015-04-16 08:09:00,101.962177331842,14.5642464428154,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"763",7017150544,TRUE,2015-04-16 13:32:00,101.962177331842,14.5642464428154,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"764",7017150545,TRUE,2015-04-16 19:54:00,101.965931586607,14.5669442309368,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"765",7017150546,TRUE,2015-04-17 07:40:00,101.965862252968,14.5673063476397,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"766",7017150547,TRUE,2015-04-17 11:32:00,101.965862252968,14.5673063476397,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"767",7017150548,TRUE,2015-04-17 18:24:00,101.965931586607,14.5669442309368,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"768",7017150549,TRUE,2015-04-18 07:28:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"769",7017150550,TRUE,2015-04-18 09:35:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"770",7017150551,TRUE,2015-04-18 17:14:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"771",7017150552,TRUE,2015-04-18 19:15:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"772",7017150553,TRUE,2015-04-19 06:59:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"773",7017150554,TRUE,2015-04-19 10:27:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"774",7017150555,TRUE,2015-04-19 14:51:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"775",7017150556,TRUE,2015-04-19 20:08:00,101.968987543911,14.5666525593396,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"776",7017150557,TRUE,2015-04-20 06:58:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"777",7017150558,TRUE,2015-04-20 15:15:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"778",7017150559,TRUE,2015-04-20 18:35:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"779",7017150560,TRUE,2015-04-21 06:58:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"780",7017150561,TRUE,2015-04-21 10:30:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"781",7017150562,TRUE,2015-04-21 16:49:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"782",7017150563,TRUE,2015-04-21 20:50:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"783",7017150564,TRUE,2015-04-22 06:59:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"784",7017150565,TRUE,2015-04-22 16:14:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"785",7017150566,TRUE,2015-04-22 20:16:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"786",7017150567,TRUE,2015-04-23 08:14:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"787",7017150568,TRUE,2015-04-23 10:32:00,101.969006690006,14.5666974705668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"788",7017150569,TRUE,2015-04-23 16:15:00,101.96975758463,14.5680696553354,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"789",7017150570,TRUE,2015-04-23 18:49:00,101.96975758463,14.5680696553354,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"790",7017150571,TRUE,2015-04-24 07:28:00,101.96975758463,14.5680696553354,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"791",7017150572,TRUE,2015-04-24 12:15:00,101.971445902577,14.5674340920433,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"792",7017150573,TRUE,2015-04-24 16:36:00,101.973717413833,14.5667278815322,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"793",7017150574,TRUE,2015-04-24 21:40:00,101.976981979,14.5688537171774,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"794",7017150575,TRUE,2015-04-25 07:55:00,101.976981979,14.5688537171774,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"795",7017150576,TRUE,2015-04-25 12:10:00,101.976981979,14.5688537171774,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"796",7017150577,TRUE,2015-04-25 15:45:00,101.977779696407,14.5695660185892,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"797",7017150578,TRUE,2015-04-25 18:34:00,101.977779696407,14.5695660185892,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"798",7017150579,TRUE,2015-04-26 08:28:00,101.976981979,14.5688537171774,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"799",7017150580,TRUE,2015-04-26 10:24:00,101.976981979,14.5688537171774,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"800",7017150581,TRUE,2015-04-26 18:15:00,101.975247680287,14.5667535576552,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"801",7017150582,TRUE,2015-04-27 07:45:00,101.974304258822,14.5655464014752,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"802",7017150583,TRUE,2015-04-27 12:54:00,101.971264385168,14.5663436637668,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"803",7017150584,TRUE,2015-04-27 18:35:00,101.970339615347,14.5665270067575,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"804",7017150585,TRUE,2015-04-27 19:02:00,101.970154851221,14.5672698879252,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"805",7017150586,TRUE,2015-04-28 07:57:00,101.969803454549,14.5680329487945,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"806",7017150587,TRUE,2015-04-28 13:07:00,101.969803454549,14.5680329487945,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"807",7017150588,TRUE,2015-04-28 15:16:00,101.969803454549,14.5680329487945,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"808",7017150589,TRUE,2015-04-28 19:05:00,101.969803454549,14.5680329487945,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"809",7017150590,TRUE,2015-04-29 07:11:00,101.969803454549,14.5680329487945,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"810",7017150591,TRUE,2015-04-29 11:16:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"811",7017150592,TRUE,2015-04-29 16:09:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"812",7017150593,TRUE,2015-04-29 19:53:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"813",7017150594,TRUE,2015-04-30 07:47:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"814",7017150595,TRUE,2015-04-30 11:06:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"815",7017150596,TRUE,2015-04-30 15:26:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"816",7017150597,TRUE,2015-05-01 07:12:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"817",7017150598,TRUE,2015-05-01 17:05:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"818",7017150599,TRUE,2015-05-02 06:52:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"819",7017150600,TRUE,2015-05-02 20:21:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"820",7017150601,TRUE,2015-05-03 11:12:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"821",7017150602,TRUE,2015-05-04 07:33:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"822",7017150603,TRUE,2015-05-04 16:50:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"823",7017150604,TRUE,2015-05-05 06:53:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"824",7017150605,TRUE,2015-05-05 20:44:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"825",7017150606,TRUE,2015-05-06 08:22:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"826",7017150607,TRUE,2015-05-06 12:21:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"827",7017150608,TRUE,2015-05-07 10:52:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"828",7017150609,TRUE,2015-05-07 17:26:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"829",7017150610,TRUE,2015-05-08 10:30:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"830",7017150611,TRUE,2015-05-09 10:06:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"831",7017150612,TRUE,2015-05-09 18:55:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"832",7017150613,TRUE,2015-05-10 09:21:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"833",7017150614,TRUE,2015-05-11 08:04:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"834",7017150615,TRUE,2015-05-11 20:50:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"835",7017150616,TRUE,2015-05-12 10:10:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"836",7017150617,TRUE,2015-05-12 20:06:00,101.969721469365,14.5681423614546,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"837",7017150618,TRUE,2015-05-13 07:17:00,101.968990204448,14.5668512052456,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"838",7017150619,TRUE,2015-05-13 08:19:00,101.969025473305,14.5667152937136,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"839",7017150620,TRUE,2015-05-13 10:47:00,101.969025473305,14.5667152937136,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"840",7017150621,TRUE,2015-05-13 15:33:00,101.969025473305,14.5667152937136,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"841",7017150622,TRUE,2015-05-15 06:42:00,101.969025473305,14.5667152937136,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"842",7017150623,TRUE,2015-05-15 15:30:00,101.969025473305,14.5667152937136,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"843",7017150624,TRUE,2015-05-16 08:21:00,101.969008624956,14.5668419403139,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"844",7017150625,TRUE,2015-05-16 09:42:00,101.969008624956,14.5668419403139,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"845",7017150626,TRUE,2015-05-16 19:33:00,101.969008624956,14.5668419403139,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"846",7017150627,TRUE,2015-05-17 09:01:00,101.968943246177,14.566806647372,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"847",7017150628,TRUE,2015-05-17 16:10:00,101.968943246177,14.566806647372,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"848",7017150629,TRUE,2015-05-18 08:11:00,101.968943246177,14.566806647372,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"849",7017150630,TRUE,2015-05-18 17:55:00,101.968943246177,14.566806647372,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"850",7017150631,TRUE,2015-05-19 07:42:00,101.968943246177,14.566806647372,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"851",7017150632,TRUE,2015-05-19 17:19:00,101.968943367109,14.5668156767317,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"852",7017150633,TRUE,2015-05-19 20:25:00,101.9667608785,14.5665544057058,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"853",7017150634,TRUE,2015-05-20 07:11:00,101.964922281908,14.5670473482124,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"854",7017150635,TRUE,2015-05-20 11:48:00,101.964706035286,14.5668243186581,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"855",7017150636,TRUE,2015-05-21 09:32:00,101.968594239252,14.5732862342256,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"856",7017150637,TRUE,2015-05-21 18:29:00,101.968909453002,14.5732822280987,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"857",7017150638,TRUE,2015-05-22 19:02:00,101.968909453002,14.5732822280987,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"858",7017150639,TRUE,2015-05-23 11:16:00,101.971449654553,14.5787768227823,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"859",7017150640,TRUE,2015-05-23 15:24:00,101.971449654553,14.5787768227823,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"860",7017150641,TRUE,2015-05-23 18:38:00,101.972563288547,14.5788439267067,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"861",7017150642,TRUE,2015-05-24 09:39:00,101.972515478403,14.578736164961,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"862",7017150643,TRUE,2015-05-24 14:25:00,101.972515478403,14.578736164961,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"863",7017150644,TRUE,2015-05-24 17:49:00,101.973579424514,14.5792464084474,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"864",7017150645,TRUE,2015-05-25 09:20:00,101.975583406415,14.5800155937856,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"865",7017150646,TRUE,2015-05-25 14:55:00,101.975583406415,14.5800155937856,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"866",7017150647,TRUE,2015-05-25 19:07:00,101.973212887047,14.5816442532032,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"867",7017150648,TRUE,2015-05-26 06:45:00,101.973103086154,14.5817540217885,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"868",7017150649,TRUE,2015-05-26 09:15:00,101.969859410953,14.5874215442466,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"869",7017150650,TRUE,2015-05-26 12:23:00,101.969859410953,14.5874215442466,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"870",7017150651,TRUE,2015-05-26 14:09:00,101.969859410953,14.5874215442466,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"871",7017150652,TRUE,2015-05-26 19:35:00,101.968313238167,14.593826051796,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"872",7017150653,TRUE,2015-05-27 08:57:00,101.970086408594,14.5960431400821,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"873",7017150654,TRUE,2015-05-27 16:36:00,101.970724175506,14.5965768704912,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"874",7017150655,TRUE,2015-05-28 09:20:00,101.970724175506,14.5965768704912,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"875",7017150656,TRUE,2015-05-28 17:05:00,101.970786896394,14.5964135160651,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"876",7017150657,TRUE,2015-05-29 14:53:00,101.970717991212,14.5961163750527,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"877",7017150658,TRUE,2015-05-30 10:18:00,101.970638302776,14.5963973468249,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"878",7017150659,TRUE,2015-05-30 13:29:00,101.970638302776,14.5963973468249,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"879",7017150660,TRUE,2015-05-30 17:40:00,101.970638302776,14.5963973468249,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"880",7017150661,TRUE,2015-05-31 09:29:00,101.970638302776,14.5963973468249,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"881",7017150662,TRUE,2015-05-31 17:55:00,101.970883430784,14.5960058975959,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"882",7017150663,TRUE,2015-06-01 10:09:00,101.97345072623,14.5883059940657,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"883",7017150664,TRUE,2015-06-02 08:28:00,101.978216560893,14.5903313409362,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"884",7017150665,TRUE,2015-06-02 13:00:00,101.976258720143,14.5874845172003,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"885",7017150666,TRUE,2015-06-02 18:38:00,101.97317774157,14.5817891944956,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"886",7017150667,TRUE,2015-06-03 08:17:00,101.974918615476,14.5809181185695,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"887",7017150668,TRUE,2015-06-03 17:59:00,101.974918615476,14.5809181185695,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"888",7017150669,TRUE,2015-06-04 07:44:00,101.974918615476,14.5809181185695,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"889",7017150670,TRUE,2015-06-04 09:42:00,101.974918615476,14.5809181185695,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"890",7017150671,TRUE,2015-06-04 17:22:00,101.976124512438,14.5788798426887,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"891",7017150672,TRUE,2015-06-04 18:41:00,101.976124512438,14.5788798426887,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"892",7017150673,TRUE,2015-06-05 07:08:00,101.976124512438,14.5788798426887,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"893",7017150674,TRUE,2015-06-05 15:29:00,101.975917149848,14.5786296220003,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"894",7017150675,TRUE,2015-06-05 19:46:00,101.973628196329,14.5766629624865,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"895",7017150676,TRUE,2015-06-06 06:32:00,101.973628196329,14.5766629624865,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"896",7017150677,TRUE,2015-06-06 08:34:00,101.973731511686,14.5767609863828,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"897",7017150678,TRUE,2015-06-06 10:44:00,101.973731511686,14.5767609863828,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
