"event-id","visible","timestamp","location-long","location-lat","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name"
"1",7017149782,TRUE,2014-07-16 11:00:00,101.952689036084,14.5131244482716,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"2",7017149783,TRUE,2014-07-16 15:51:00,101.952689036084,14.5131244482716,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"3",7017149784,TRUE,2014-07-16 18:08:00,101.952689036084,14.5131244482716,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"4",7017149785,TRUE,2014-07-17 06:40:00,101.952689036084,14.5131244482716,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"5",7017149786,TRUE,2014-07-17 11:28:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"6",7017149787,TRUE,2014-07-17 15:56:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"7",7017149788,TRUE,2014-07-17 20:10:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"8",7017149789,TRUE,2014-07-18 06:36:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"9",7017149790,TRUE,2014-07-18 10:42:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"10",7017149791,TRUE,2014-07-18 16:04:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"11",7017149792,TRUE,2014-07-18 19:33:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"12",7017149793,TRUE,2014-07-19 06:30:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"13",7017149794,TRUE,2014-07-19 10:45:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"14",7017149795,TRUE,2014-07-20 06:38:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"15",7017149796,TRUE,2014-07-20 10:50:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"16",7017149797,TRUE,2014-07-20 15:59:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"17",7017149798,TRUE,2014-07-21 06:39:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"18",7017149799,TRUE,2014-07-21 13:47:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"19",7017149800,TRUE,2014-07-22 07:36:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"20",7017149801,TRUE,2014-07-22 10:53:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"21",7017149802,TRUE,2014-07-22 15:54:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"22",7017149803,TRUE,2014-07-23 06:35:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"23",7017149804,TRUE,2014-07-23 11:26:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"24",7017149805,TRUE,2014-07-23 19:34:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"25",7017149806,TRUE,2014-07-24 06:46:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"26",7017149807,TRUE,2014-07-24 10:31:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"27",7017149808,TRUE,2014-07-24 15:53:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"28",7017149809,TRUE,2014-07-24 19:03:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"29",7017149810,TRUE,2014-07-25 06:32:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"30",7017149811,TRUE,2014-07-25 10:50:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"31",7017149812,TRUE,2014-07-25 16:08:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"32",7017149813,TRUE,2014-07-25 19:51:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"33",7017149814,TRUE,2014-07-26 06:45:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"34",7017149815,TRUE,2014-07-26 12:25:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"35",7017149816,TRUE,2014-07-26 19:20:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"36",7017149817,TRUE,2014-07-27 06:32:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"37",7017149818,TRUE,2014-07-27 07:32:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"38",7017149819,TRUE,2014-07-27 11:14:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"39",7017149820,TRUE,2014-07-27 16:06:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"40",7017149821,TRUE,2014-07-27 20:09:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"41",7017149822,TRUE,2014-07-28 06:54:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"42",7017149823,TRUE,2014-07-28 10:35:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"43",7017149824,TRUE,2014-07-28 15:51:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"44",7017149825,TRUE,2014-07-28 19:42:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"45",7017149826,TRUE,2014-07-29 06:24:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"46",7017149827,TRUE,2014-07-29 11:36:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"47",7017149828,TRUE,2014-07-29 15:51:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"48",7017149829,TRUE,2014-07-30 07:00:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"49",7017149830,TRUE,2014-07-30 10:41:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"50",7017149831,TRUE,2014-07-30 16:19:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"51",7017149832,TRUE,2014-07-31 06:56:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"52",7017149833,TRUE,2014-07-31 11:01:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"53",7017149834,TRUE,2014-07-31 15:46:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"54",7017149835,TRUE,2014-07-31 20:17:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"55",7017149836,TRUE,2014-08-01 05:21:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"56",7017149837,TRUE,2014-08-01 06:21:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"57",7017149838,TRUE,2014-08-01 13:00:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"58",7017149839,TRUE,2014-08-01 16:59:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"59",7017149840,TRUE,2014-08-02 09:53:00,101.952353796627,14.5151064684263,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"60",7017149841,TRUE,2014-08-02 16:01:00,101.952187798578,14.5151717760822,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"61",7017149842,TRUE,2014-08-02 19:37:00,101.952187798578,14.5151717760822,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"62",7017149843,TRUE,2014-08-03 06:45:00,101.952187798578,14.5151717760822,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"63",7017149844,TRUE,2014-08-03 11:03:00,101.952187798578,14.5151717760822,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"64",7017149845,TRUE,2014-08-03 15:40:00,101.952187798578,14.5151717760822,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"65",7017149846,TRUE,2014-08-03 17:56:00,101.952187798578,14.5151717760822,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"66",7017149847,TRUE,2014-08-04 08:08:00,101.94995352827,14.5172589817649,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"67",7017149848,TRUE,2014-08-04 11:31:00,101.948314568079,14.5181014287992,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"68",7017149849,TRUE,2014-08-04 16:04:00,101.948314568079,14.5181014287992,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"69",7017149850,TRUE,2014-08-04 19:38:00,101.948314568079,14.5181014287992,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"70",7017149851,TRUE,2014-08-05 06:40:00,101.948314568079,14.5181014287992,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"71",7017149852,TRUE,2014-08-05 11:37:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"72",7017149853,TRUE,2014-08-05 14:49:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"73",7017149854,TRUE,2014-08-06 06:26:00,101.948314568079,14.5181014287992,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"74",7017149855,TRUE,2014-08-06 11:01:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"75",7017149856,TRUE,2014-08-06 16:14:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"76",7017149857,TRUE,2014-08-07 06:27:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"77",7017149858,TRUE,2014-08-07 11:11:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"78",7017149859,TRUE,2014-08-08 15:48:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"79",7017149860,TRUE,2014-08-08 19:23:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"80",7017149861,TRUE,2014-08-09 07:16:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"81",7017149862,TRUE,2014-08-09 11:14:00,101.948378558755,14.5187327988679,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"82",7017149863,TRUE,2014-08-09 16:13:00,101.949485866058,14.5190439859309,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"83",7017149864,TRUE,2014-08-09 19:21:00,101.949485866058,14.5190439859309,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"84",7017149865,TRUE,2014-08-10 09:18:00,101.948950866454,14.5248396300818,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"85",7017149866,TRUE,2014-08-10 11:36:00,101.948950866454,14.5248396300818,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"86",7017149867,TRUE,2014-08-10 16:01:00,101.949042719502,14.5247752565597,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"87",7017149868,TRUE,2014-08-11 07:20:00,101.94486029822,14.527473970665,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"88",7017149869,TRUE,2014-08-11 13:01:00,101.946977358325,14.5333175464005,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"89",7017149870,TRUE,2014-08-11 15:59:00,101.946977358325,14.5333175464005,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"90",7017149871,TRUE,2014-08-11 19:55:00,101.947710321628,14.5340578999701,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"91",7017149872,TRUE,2014-08-12 07:20:00,101.946612441925,14.5372596865281,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"92",7017149873,TRUE,2014-08-12 12:02:00,101.94414195326,14.5411289796529,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"93",7017149874,TRUE,2014-08-12 15:24:00,101.94414195326,14.5411289796529,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"94",7017149875,TRUE,2014-08-12 20:14:00,101.945612889408,14.5422845131511,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"95",7017149876,TRUE,2014-08-13 07:25:00,101.952448043647,14.5487187902936,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"96",7017149877,TRUE,2014-08-13 18:34:00,101.954034983771,14.550920386997,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"97",7017149878,TRUE,2014-08-13 21:10:00,101.954034983771,14.550920386997,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"98",7017149879,TRUE,2014-08-14 08:09:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"99",7017149880,TRUE,2014-08-14 10:49:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"100",7017149881,TRUE,2014-08-14 15:47:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"101",7017149882,TRUE,2014-08-14 19:46:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"102",7017149883,TRUE,2014-08-15 05:50:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"103",7017149884,TRUE,2014-08-15 10:35:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"104",7017149885,TRUE,2014-08-15 16:48:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"105",7017149886,TRUE,2014-08-16 08:35:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"106",7017149887,TRUE,2014-08-16 10:56:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"107",7017149888,TRUE,2014-08-16 16:35:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"108",7017149889,TRUE,2014-08-16 19:00:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"109",7017149890,TRUE,2014-08-17 06:42:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"110",7017149891,TRUE,2014-08-17 11:04:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"111",7017149892,TRUE,2014-08-17 16:08:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"112",7017149893,TRUE,2014-08-17 19:27:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"113",7017149894,TRUE,2014-08-18 05:45:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"114",7017149895,TRUE,2014-08-18 11:24:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"115",7017149896,TRUE,2014-08-18 16:06:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"116",7017149897,TRUE,2014-08-18 19:52:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"117",7017149898,TRUE,2014-08-19 06:05:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"118",7017149899,TRUE,2014-08-19 11:19:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"119",7017149900,TRUE,2014-08-19 16:09:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"120",7017149901,TRUE,2014-08-19 19:13:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"121",7017149902,TRUE,2014-08-20 05:15:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"122",7017149903,TRUE,2014-08-20 10:52:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"123",7017149904,TRUE,2014-08-21 07:39:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"124",7017149905,TRUE,2014-08-21 19:32:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"125",7017149906,TRUE,2014-08-22 06:30:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"126",7017149907,TRUE,2014-08-22 11:07:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"127",7017149908,TRUE,2014-08-23 05:48:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"128",7017149909,TRUE,2014-08-23 07:20:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"129",7017149910,TRUE,2014-08-23 10:54:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"130",7017149911,TRUE,2014-08-23 17:26:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"131",7017149912,TRUE,2014-08-23 19:40:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"132",7017149913,TRUE,2014-08-24 11:14:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"133",7017149914,TRUE,2014-08-24 15:49:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"134",7017149915,TRUE,2014-08-25 05:49:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"135",7017149916,TRUE,2014-08-25 11:00:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"136",7017149917,TRUE,2014-08-25 15:57:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"137",7017149918,TRUE,2014-08-25 19:21:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"138",7017149919,TRUE,2014-08-26 05:34:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"139",7017149920,TRUE,2014-08-26 10:57:00,101.959215444966,14.5458698096315,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
